"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Tsoil","ws","LAI_mod","WUE","Sim_E_ratio","Sim_T_ratio","Sim_E_total","Sim_T","Sim_ET","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E","block","B_ET","B_ET.mu","SD_ET","SE_ET","B_E","SD_E","SE_E","B_T","SD_T","SE_T"
2008-10-01,2008,10,1,"October",2009,0.550118009594055,1.63863599382594,1.56167802916667,0,17.5802895833333,81.1492866666667,29.5887958333333,21427.5890064823,0.0978973422658184,15.8916751126611,1.87879682708333,0.402875,NA,0.0316693607754694,0.968330639224529,0.00125548438664535,0.0383880182260701,0.0396435026127155,2,1931,0.1236241678,0.0254971173,0.8699647018,0,"Fall",0.0100238940349835,0.0112222445525529,0.972354819197273,0.80442022801739,0.999749899074014,57.7277715794232,-2.66848964316489,NA,576.83241142909,63.6738953561248,18.0556582304775,5.94694799660771,81149.2866666667,16.7359823479972,19.0531339226265,0,0,0.0100238940349835,1,0.741467308003267,0.743670267573019,0.0910618726208495,0.000620244166035512,0.000614076716900592,0.00105252460548893,7.4515360974009e-06,0.740853231286366,0.0910688915209602,0.000620652587439499
2008-10-02,2008,10,2,"October",2009,0.54291147133729,1.819091485386,1.68771827708333,0,18.3586666666667,80.7290558333333,25.3982479166667,23008.1870615975,0.0971669221472458,16.6333304620534,3.429738164375,0.4029125,NA,0.0363373650447053,0.963662634955297,0.00117421327819687,0.0311399976380943,0.0323142109162911,2,1931,0.1236241678,0.0254971173,0.8699647018,0,"Fall",0.038169752733288,0.0347273964158575,0.964736583280251,0.794205642536992,0.999755042871198,57.4288288461747,-0.783486184093632,331.692123996746,167.145413719107,64.1721546342317,18.9293327297903,5.36074815178646,80729.0558333333,17.4959985643601,19.9920561450338,0,0,0.038169752733288,1,0.824286663946678,0.82593037120905,0.101106283513073,0.00067234554498245,0.0018466528450493,0.00311331971162686,2.20427742076622e-05,0.822440011101628,0.101097892255208,0.000689002219802277
2008-10-03,2008,10,3,"October",2009,0.558620221261004,2.005316227062,1.72020757083333,0,18.6947708333333,80.4473860416667,24.2152791666667,21762.8529734188,0.0964435252023756,16.9535781395593,3.63791716458333,0.40295,NA,0.0532426783129401,0.946757321687062,0.00117012606751424,0.0208070941736744,0.0219772202411886,2,1931,0.1236241678,0.0254971173,0.8699647018,0,"Fall",0.0433871199480009,0.0387215338294951,0.960263378124248,0.783918349630095,0.999753641622464,57.2284553116426,-0.690147237628815,238.996202829439,150.632204586458,64.673368875974,19.3179128584807,5.219748104716,80447.3860416667,17.8241744864463,20.4098716438673,0,0,0.0433871199480009,1,0.9085496668739,0.908750123798428,0.111455446083999,0.000741172513204441,0.00191450679717298,0.00333189198366972,2.35310924002078e-05,0.906635160076727,0.111447525036441,0.000759537023261951
2008-10-04,2008,10,4,"October",2009,0.445594073784131,2.015630385048,1.19330806666667,0,17.1048333333333,80.28442,43.43615625,17318.0642886682,0.0957284000337686,15.4386496077164,4.26987178125,0.4029875,NA,0.053732916810209,0.946267083189793,0.00110304006115634,0.0194251599070756,0.0205281999682319,2,1931,0.1236241678,0.0254971173,0.8699647018,0,"Fall",0.0354065177418325,0.0294658695728133,0.963567535177149,0.773589389436857,0.999722713337407,57.1125249465714,-0.523956278834296,147.557188302605,117.797587263815,65.1766074525875,17.539589237649,8.47172846425667,80284.42,16.2717414705248,18.4988508553783,0,0,0.0354065177418325,1,0.912375877657438,0.914324400688016,0.112015833762808,0.000762633051801857,0.00107752374100703,0.00213616123699498,1.45842175458231e-05,0.911298353916431,0.112020745042774,0.000763443631480855
2008-10-05,2008,10,5,"October",2009,1.51531668746396,1.044931092273,0.242863425,39.14673,12.1886916666667,80.1431829166667,83.03619375,12116.6702148933,0.205889879200618,10.7544382614119,3.27265203717391,0.403025,NA,0.627295013775949,0.372704986224051,1.4103701071904,0.837966124116139,2.24833623130654,2,1931,0.1236241678,0.0254971173,0.8699647018,39.14673,"Fall",0.00340725197609966,0.00296644962102233,0.978444657667516,1,0.999968571781482,57.0120520721923,-1.07743185339349,NA,199.492548819628,29.643781818133,12.9163653977861,11.7927929477478,80143.1829166667,11.4715649640393,13.5457597977458,7.14453820511838,0,7.14794545709448,1,1.45467450978242,1.45646932844415,0.0708843948860196,0.000453239329161844,0.982244647934605,0.0429362358289832,0.000267668677910556,0.472429861847814,0.0580731270688764,0.000395779897767892
2008-10-06,2008,10,6,"October",2009,1.62005879231839,1.94399412685722,0.594113829166667,0,11.8365270833333,80.5959583333333,61.6058791666667,22153.9389529161,0.190129473695374,10.4188878544328,3.21679171666667,0.4030625,NA,0.435746330533957,0.564253669466044,0.626614563969625,0.811411461864676,1.4380260258343,2,1931,0.1236241678,0.0254971173,0.8699647018,39.14673,"Fall",0.0118985109972458,0.0103042620156458,0.98518837818792,1,0.999957757572361,57.3341462877272,-1.13505320252079,NA,207.807791345339,32.1514883082189,12.6308146042176,8.54862705725083,80595.9583333333,11.127707468883,13.2406790985159,0,0,0.0118985109972458,1,1.86849317874991,1.86970710192125,0.114711967993432,0.000768599330533041,0.989582709365408,0.0429432301433327,0.000268001007476774,0.878910469384498,0.108039485842607,0.000736310559115721
2008-10-07,2008,10,7,"October",2009,1.52308318037787,2.2834121252382,0.666127914583333,0,12.4233875,81.232938125,62.41538125,21270.4449842508,0.176896950868645,10.9780617775697,2.52923069645833,0.4031,NA,0.439990950433802,0.560009049566196,0.619436360717465,0.788402505301802,1.40783886601927,2,1931,0.1236241678,0.0254971173,0.8699647018,39.14673,"Fall",0.00744009415672183,0.00674101226055483,0.990934100145337,1,0.999949077314161,57.7872793394703,-1.78348510956633,NA,333.729548149678,34.6096812036108,13.1098091253101,9.00201398265868,81232.938125,11.7007246387849,13.7524966300286,0,0,0.00744009415672183,1,1.03883764693475,1.03676637133513,0.126896187420866,0.000864754746379384,0.00647093601476269,0.00056585694524142,4.2992459968913e-06,1.03236671091999,0.126902992436679,0.000864869103974017
2008-10-08,2008,10,8,"October",2009,1.56475629688736,2.19656627505,1.06486435208333,0,16.1066333333333,80.8102495833333,48.4278416666667,22207.8319789929,0.164398681541528,14.4875419946903,3.56508536041667,0.3958375,NA,0.443959367000874,0.556040632999126,0.702907556781643,0.880362465270307,1.58327002205195,2,1931,0.1236241678,0.0254971173,0.8699647018,39.14673,"Fall",0.0284343529888384,0.0230638636677439,0.973225470143462,1,0.999950802222243,57.4865882479663,-0.775617121391475,310.669141154926,160.202040611625,37.3035221121923,16.4980866823506,8.86479384066192,80810.2495833333,15.2970876640118,17.3810064174132,0,0,0.0284343529888384,2,1.10593318774583,1.10507058382514,0.122763655477555,0.000904157597632012,0.0220480871985637,0.00224594725710956,1.69730160541923e-05,1.08388510054726,0.122784239205461,0.000904438208245867
2008-10-09,2008,10,9,"October",2009,1.44495521705155,2.33462020194558,1.27467684375,0,17.2513333333333,80.3319145833333,41.0378208333333,20899.0626347792,0.154005154598965,15.5782381323691,3.74824314166667,0.388575,NA,0.447182402770219,0.552817597229783,0.728794181168489,0.900952822858804,1.62974700402729,2,1931,0.1236241678,0.0254971173,0.8699647018,39.14673,"Fall",0.0393635996933836,0.0308829821110383,0.963651178982836,1,0.999943186014914,57.1463115215439,-0.676960224912291,224.822918721142,145.245713886792,39.8851817651496,17.6972042237037,8.07848498043897,80331.9145833333,16.4147857328512,18.6681105363624,0,0,0.0393635996933836,2,1.18020681962,1.17988436609313,0.130484552059581,0.000960952047644226,0.0281996705218622,0.00337231137657446,2.47839769817414e-05,1.15200714909813,0.130501213910818,0.000961282041141327
2008-10-10,2008,10,10,"October",2009,1.19219218129645,2.359897594308,1.219878325,0,17.3663645833333,80.1262289583333,42.6051,20906.6642637215,0.147374159622607,15.6878425178739,4.4532266375,0.3813125,NA,0.447306022151696,0.552693977848301,0.683879591551011,0.845005685381575,1.52888527693259,2,1931,0.1236241678,0.0254971173,0.8699647018,39.14673,"Fall",0.0505624352540083,0.0366706735931752,0.960803216016978,1,0.999934720189267,56.9999914087628,-0.477957432760791,132.02497695866,110.150119946627,41.7276003758898,17.8218332998498,8.44820462642429,80126.2289583333,16.5271035506036,18.8019638325344,0,0,0.0505624352540083,2,1.19656247714017,1.19563771944756,0.131917324714398,0.000971390402236337,0.0320823199322838,0.00466901911321418,3.36872934004948e-05,1.16448015720789,0.131914176235502,0.000971690030973946
