"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Tsoil","ws","LAI_mod","WUE","Sim_E_ratio","Sim_T_ratio","Sim_E_total","Sim_T","Sim_ET","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E","block","B_ET","B_ET.mu","SD_ET","SE_ET","B_E","SD_E","SE_E","B_T","SD_T","SE_T"
2008-10-01,2008,10,1,"October",2009,1.55297421712138,5.53758501720692,0.798256875,0,11.70834375,76.2618304166667,47.8707125,18643.08269166,0.148094230780293,12.9606442466344,1.351614071875,1.56095,NA,0.0770665482255259,0.922933451774475,0.0196524853135862,0.235354203919148,0.255006689232734,23.8,2500,0.170707754,0.05237302528,0.714774464433333,0,"Fall",0.237292773516667,0.065210885231729,0.932628376543491,0.91646756886299,0.999828115427955,54.2509454778782,68.3243196658246,19.5462575459094,19.5462575459094,58.0625360298725,14.9395001275106,6.58673126883175,76261.8304166667,12.3344939983172,14.3387822939894,0,0,0.237292773516667,1,1.2796343506822,1.27975201861649,0.160435435016434,0.00207484895610856,0.0362322051780352,0.00702319448373534,4.64262103685984e-05,1.24340214550416,0.160507114790695,0.00212079081411935
2008-10-02,2008,10,2,"October",2009,1.57727610424682,5.28584313159916,0.887897916666666,0,11.31405,75.8390677083333,42.0066166666667,21462.347252828,0.147683097056214,12.481212847488,1.66698393125,1.545725,NA,0.0639291808440222,0.936070819155976,0.0153712213685125,0.225070172773796,0.240441394142309,23.8,2500,0.170707754,0.05237302528,0.714774464433333,0,"Fall",0.221212390305793,0.0667607357956388,0.928743830752542,0.91351675897708,0.999819646887815,53.9502016258809,43.322964931101,22.1654992097385,22.1654992097385,58.2332572940717,14.4776019273406,5.63109128504046,75839.0677083333,11.897631423744,13.9323492014434,0,0,0.221212390305793,1,1.22440613397424,1.22422356042501,0.15315064081834,0.00197999428883991,0.0375297844091565,0.00726522295512496,4.83432933070932e-05,1.18687634956508,0.153210366550205,0.00202437841108317
2008-10-03,2008,10,3,"October",2009,1.33675375536275,4.17591807163742,0.664247083333333,0.508,10.4690979166667,75.5916270833333,51.3584520833333,12731.248795736,0.147293201393479,11.4538149759159,1.31666327275,1.5305,NA,0.727666655836999,0.272333344163001,0.478506928557103,0.179083912961807,0.65759084151891,23.8,2500,0.170707754,0.05237302528,0.714774464433333,0.508,"Fall",0.183312059305214,0.0536607122744968,0.928471478775476,0.910676765240081,0.999801516997546,53.7741779482096,63.3170094062576,21.2256710955642,21.2256710955642,58.3960896422172,13.5298613578269,6.50875218640044,75591.6270833333,10.9614564462913,13.0953576592996,0.271669453087722,0,0.454981512392936,1,0.980654024923277,0.978438144977189,0.120952897554019,0.00156304170480877,0.0429988063416367,0.00598373885913035,4.0437323120157e-05,0.93765521858164,0.12103914598117,0.00159929800794473
2008-10-04,2008,10,4,"October",2009,1.17471658905049,3.48151302948886,0.3700263125,21.332,7.76826520833334,75.3603997916667,72.3658583333333,9677.33697834,0.218899798208041,8.16980653242233,1.68008843291667,1.515275,NA,0.664717822802885,0.335282177197117,1.46988226612888,0.74140531441304,2.21128758054192,23.8,2500,0.170707754,0.05237302528,0.714774464433333,21.84,"Fall",0.0537331735322417,0.0262049583206843,0.934530675093641,1,0.999936830588567,53.6096880700534,21.3702477062939,36.7278323212136,36.7278323212136,38.5824568014792,10.8562462859779,7.64450143435431,75360.3997916667,7.96903587037784,10.7090847864535,11.3321430015344,0,11.3858761750667,1,1.35339887501919,1.3554035403748,0.107020017992179,0.00138050619002394,0.571664462451998,0.0409434548349367,0.000289758465848926,0.781734412567193,0.10091178911621,0.00133335394928184
2008-10-05,2008,10,5,"October",2009,0.374297932349078,2.58454796235221,0.140092395833333,7.37,3.92252708333333,75.1133495833333,85.268,11324.958740721,0.224566605915424,3.49367963459663,1.15120133479167,1.50005,NA,0.64523077601804,0.354769223981963,1.28178602230115,0.704768354741329,1.98655437704247,23.8,2500,0.170707754,0.05237302528,0.714774464433333,29.21,"Fall",1.4689063951118e-05,1.46754022011399e-05,0.944395716857962,1,0.999865761691255,53.4339421259899,-96.272433092104,NA,40361.3782989737,37.5735568631048,7.85411172195397,6.90239496853975,75113.3495833333,3.70810335896498,7.97372320245906,3.88874553874815,0,3.88876022781211,1,1.30171593341011,1.3027199833178,0.0898278432046396,0.00106090946084872,0.721384891708463,0.0532757779144306,0.000372060883513526,0.580331041701651,0.0749132221331678,0.000989833214329979
2008-10-06,2008,10,6,"October",2009,0.869777631021797,3.64860381468787,0.265636291666667,0,5.53450541666667,75.616519375,75.6981166666667,16577.168785257,0.213070007141753,5.45372345406815,1.296250798125,1.484825,NA,0.435054926098295,0.564945073901708,0.558890078817795,0.725752492248099,1.28464257106589,23.8,2500,0.170707754,0.05237302528,0.714774464433333,29.21,"Fall",0.000316259215884712,0.000313308112424431,0.945222835611411,1,0.999895313021834,53.7918857628614,-10.1373664696783,NA,4212.52677520317,39.6785204399346,9.00894152900011,6.85794361019895,75616.519375,5.49411443536741,9.03423745714231,0,0,0.000316259215884712,1,1.00291369581776,1.00232194659939,0.105974805972485,0.00138417558541604,0.183660935421171,0.0135445099160526,9.45923787832822e-05,0.81925276039659,0.105754921954274,0.00139734657445562
2008-10-07,2008,10,7,"October",2009,1.48677391816938,5.26695024864785,0.363713291666667,0,6.91801708333333,76.2368270833333,70.5919020833333,21253.55857089,0.20316568021269,7.13596907446011,1.628472785625,1.4696,NA,0.198542725715648,0.801457274284352,0.182665604870731,0.737366112293985,0.920031717164716,23.8,2500,0.170707754,0.05237302528,0.714774464433333,29.21,"Fall",0.0368818324262297,0.0203797784877722,0.948269193378009,1,0.9999043897558,54.2331586706901,13.8639134135806,51.4873041921656,51.4873041921656,41.6906528907893,10.1170811426027,7.03592632429558,76236.8270833333,7.02699307889672,10.0418156272557,0,0,0.0368818324262297,1,1.19653849044286,1.19366082099557,0.152622552044622,0.00201573370264835,0.0139043242706147,0.0016152575295709,1.04069037782299e-05,1.18263416617224,0.152662755610929,0.00201714279257965
2008-10-08,2008,10,8,"October",2009,1.56962805820499,5.18419679202482,0.798705833333333,0,10.0149375,75.909255625,46.93271875,21639.88774117,0.194449325048265,10.9015902348454,1.76435224727083,1.43815,NA,0.200699172423316,0.799300827576684,0.198513276173291,0.790595317431597,0.989108593604888,23.8,2500,0.170707754,0.05237302528,0.714774464433333,29.21,"Fall",0.174255756011581,0.0641800075850742,0.933868231113848,1,0.999926252296345,54.0001317261615,33.1896262395246,25.4433606436751,25.4433606436751,43.6381526073457,13.0433730075322,5.77011576762057,75909.255625,10.4582638674227,12.664032801035,0,0,0.174255756011581,2,1.18775405567873,1.1872224787458,0.133233540000652,0.00197992097297393,0.039109757748852,0.00541233098707631,3.36921162676681e-05,1.14864429792988,0.133301258599323,0.0020028264041011
2008-10-09,2008,10,9,"October",2009,1.54042995020418,5.28082424463818,0.764672708333333,0,10.5643416666667,75.435491875,47.8773916666667,21281.18053879,0.18715563557559,11.5696241773614,1.40421005979167,1.4067,NA,0.202874365970841,0.797125634029159,0.19649431581914,0.772057402771973,0.968551718591113,23.8,2500,0.170707754,0.05237302528,0.714774464433333,29.21,"Fall",0.21106621208278,0.0682415526318636,0.926242665463848,1,0.999919821069429,53.663106883849,56.3182518353218,21.6984519840168,21.6984519840168,45.4132987264746,13.6338868731304,6.10623691858253,75435.491875,11.066982922014,13.1874355270471,0,0,0.21106621208278,2,1.21050067536067,1.21071859014652,0.135716696476488,0.00201648408221033,0.0404469717078956,0.00592574221429331,3.67108634402026e-05,1.17005370365278,0.135785840409262,0.00204015677970582
2008-10-10,2008,10,10,"October",2009,1.61730590849094,5.38520279184247,0.721068333333333,0,11.1907895833333,75.1695802083333,49.7332416666667,18432.36328153,0.181240207876835,12.3313374968848,1.93092224458333,1.37525,NA,0.205043350879349,0.794956649120651,0.194093049049749,0.752502137857612,0.946595186907361,23.8,2500,0.170707754,0.05237302528,0.714774464433333,29.21,"Fall",0.195932171441575,0.0661349642206967,0.920944174615895,1,0.999915165351095,53.4739433238944,31.9000137291372,23.9286770589839,23.9286770589839,46.962684433939,14.3358086483535,6.6126263575809,75169.5802083333,11.7610635401091,13.8073911613335,0,0,0.195932171441575,2,1.23257128086746,1.23617539101702,0.138394221422832,0.00205645969213687,0.0393907886527851,0.00582709411484529,3.6169721873446e-05,1.19318049221467,0.138469726124115,0.0020804816590939
