"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE","SD_WUE","SE_WUE","B_WUE.wght","SD_WUE.wght","SE_WUE.wght"
1,2008,2009,1.82157306224148,12.7510114356904,5.59239,39.14673,39.14673,0.4029875,1.09514530178571,0.137164641916264,15.4553095238095,13.8669458879149,19865.392497461,NA,1.23127144138794,448.182804665209,10,"Fall",2.24536345540433,0.277002261130283,0.00195824330978862,4.09009358530597,0.504579857054904,0.00356708326242554
2,2008,2009,1.99853110948991,13.9897177664294,2.19587428571429,15.37112,54.51785,0.37405,0.79393645595238,0.160806489202913,14.3756560714286,12.8382275769658,17362.267617663,NA,1.23127144138794,448.182804665209,10,"Fall",2.05277507897448,0.234359431370831,0.00179242548689393,4.10253485611611,0.468374614396972,0.00358221809700013
3,2008,2009,1.86802617186658,13.0761832030661,2.68561,18.79927,73.31712,0.3182625,0.769900282738095,0.192069497920047,12.5309494047619,11.0805492014233,18965.0438631519,NA,1.23127144138794,448.182804665209,10,"Fall",1.91949412300538,0.232929920234192,0.00186881350831377,3.58566525851815,0.435119187208265,0.00349099254386793
4,2008,2009,1.58976662539397,11.1283663777578,0,0,73.31712,0.272294642857143,0.855479469940477,0.174712013091999,9.90798491071428,8.58132910626631,19006.1499812971,NA,1.23127144138794,448.182804665209,10,"Fall",1.94789245317003,0.255743733977422,0.00212421175191219,3.0966944119065,0.406572852930939,0.00337700094845965
5,2008,2009,1.70477925538122,11.9334547876685,0,0,73.31712,0.26195,1.08047451696429,0.159830158070265,14.0729738095238,12.5498250487896,16390.8520698571,NA,1.23127144138794,448.182804665209,10,"Fall",2.16755535038561,0.262483622228781,0.0024018088630429,3.69520339622796,0.447476634052946,0.00409455392510629
6,2008,2009,1.47625438543609,10.3337806980526,0.06319,0.44233,73.75945,0.250375,0.61015956547619,0.1596919963387,5.30617104166667,4.19661641884891,15347.9396368024,NA,1.23127144138794,448.182804665209,11,"Fall",2.4001297216617,0.283670423554306,0.00292115168172943,3.54320202721858,0.418769706790557,0.00431236298067708
7,2008,2009,1.2257197588495,8.58003831194652,0,0,73.75945,0.235975,0.711530692857143,0.155451922955711,7.17789520833333,5.98003768152322,14793.1811627223,NA,1.23127144138794,448.182804665209,11,"Fall",2.51210654489668,0.316092256373519,0.00373159981496495,3.07913862841502,0.387440524256346,0.00457389562532169
8,2008,2009,0.988627114738389,6.92038980316872,0,0,73.75945,0.227519642857143,0.60761971577381,0.150020676020161,5.10939342261905,4.00912223777365,11949.8593525827,NA,1.23127144138794,448.182804665209,11,"Fall",2.53562820735374,0.349957626813123,0.0050409777551923,2.5067907986854,0.345977598876952,0.00498364729357616
9,2008,2009,1.00377677779297,7.02643744455079,1.56397142857143,10.9478,84.70725,0.2116875,0.506075161309524,0.186904576892864,7.49446735714285,6.28167480915771,10847.465563691,NA,1.23127144138794,448.182804665209,11,"Fall",2.4780499817453,0.392228295190367,0.00629181699840727,2.48740902588622,0.393709654305416,0.0063155797931243
10,2008,2009,0.885918683247429,6.201430782732,1.23221857142857,8.62553,93.33278,0.20465,0.431269736904762,0.165915352532954,3.72011713130952,2.6853882593514,10578.0846151943,NA,1.23127144138794,448.182804665209,12,"Winter",2.50587813180165,0.412850218238005,0.00751060411883702,2.22000425490425,0.365751721719826,0.00665378451135284
11,2008,2009,0.535997034583971,3.7519792420878,0.12638,0.88466,94.21744,0.2064625,0.352170006845238,0.173021855389539,2.7333611577381,1.7451847744158,9664.07147953829,NA,1.23127144138794,448.182804665209,12,"Winter",2.49042312499234,0.45934995940477,0.00917794802466941,1.33485940985524,0.246210216077224,0.00491935292478854
12,2008,2009,0.79573424671404,5.57013972699828,0.505525714285714,3.53868,97.75612,0.209860714285714,0.436203932142857,0.156176317185443,3.46000498809524,2.43754750634436,10093.6491170457,NA,1.23127144138794,448.182804665209,12,"Winter",2.54440832847339,0.476203096152727,0.0101594253871333,2.0246728445907,0.378931111999984,0.00808420270747796
13,2008,2009,0.3621511294398,2.5350579060786,0.828571428571429,5.8,103.55612,0.217405357142857,0.313630005952381,0.183843032180077,-0.713772851190476,-1.53932273811974,0,NA,1.23127144138794,448.182804665209,12,"Winter",2.6436310942568,0.495251850958712,0.011203089389089,0.957393986607274,0.179356017181849,0.00405721147547361
14,2009,2009,0.274705205024469,1.92293643517128,0,0,103.55612,0.204216071428571,0.350176428033181,0.151682318756508,-0.308950161436171,-1.15359849232631,0,NA,1.23127144138794,448.182804665209,12,"Winter",2.7564667969457,0.507460554312096,0.0118676960877281,0.757215776598108,0.139402055614135,0.00326011788694745
15,2009,2009,0.249225347250154,1.74457743075108,0.614285714285714,4.3,107.85612,0.201755357142857,0.360088762202381,0.154625870594086,0.619348673511905,-0.269094295690036,0,NA,1.23127144138794,448.182804665209,1,"Winter",2.88140223804012,0.506655779831102,0.0119961091156513,0.71811847334292,0.126271462664704,0.00298973445999894
16,2009,2009,0.539874767471349,3.77912337229944,0,0,107.85612,0.199139285714286,0.633844221130952,0.143208954232467,4.94737608988095,3.85474844633969,0,NA,1.23127144138794,448.182804665209,1,"Winter",3.00475519070548,0.49732235155117,0.0116504680285953,1.62219150989045,0.268491788901992,0.0062897937178703
17,2009,2009,0.881247805759543,6.1687346403168,0,0,107.85612,0.198683928571429,0.614316601785714,0.139688389222787,6.90256693630952,5.71769865567355,12158.5182359757,NA,1.23127144138794,448.182804665209,1,"Winter",3.13053866913918,0.478149108444656,0.0108513740344575,2.7587803330243,0.421367852642735,0.00956274955734175
18,2009,2009,0.807148769438237,5.65004138606766,0,0,107.85612,0.216903571428571,0.604419467559524,0.135389337208858,3.22199438690476,2.21076560414723,14435.1809971161,NA,1.23127144138794,448.182804665209,1,"Winter",3.22938294086993,0.466310956700008,0.0104241327820279,2.606592466768,0.376382314875978,0.00841382594747457
19,2009,2009,0.966509304498514,6.7655651314896,0.394942857142857,2.7646,110.62072,0.2493875,0.7318216625,0.129782660099103,6.62021315029762,5.44866556065988,14353.2255058812,NA,1.23127144138794,448.182804665209,2,"Winter",3.30025256319804,0.453241806329089,0.0101065164085379,3.18972480952598,0.438062423004778,0.00976804214491877
20,2009,2009,1.19214205642628,8.34499439498394,0,0,110.62072,0.2597,0.622289997916667,0.123014651186217,3.94453230416667,2.89921612889957,17679.7972497066,NA,1.23127144138794,448.182804665209,2,"Winter",3.35309252393216,0.439694244683576,0.00951961158039418,3.99736261686806,0.524178001055877,0.0113487293258306
21,2009,2009,1.32490944651073,9.2743661255751,0,0,110.62072,0.2520875,0.872285807738095,0.11622330558353,7.33757663988094,6.13218577329224,18960.2100336109,NA,1.23127144138794,448.182804665209,2,"Winter",3.3962338504112,0.422816222653511,0.00885824235432141,4.4997023109693,0.56019320753162,0.0117363689747218
22,2009,2009,1.43663755077154,10.0564628554008,0,0,110.62072,0.249255357142857,1.1256208,0.107688612550079,10.5219026639881,9.16628387375837,20010.4478109859,NA,1.23127144138794,448.182804665209,2,"Winter",3.36378383755216,0.413770218478318,0.00804650114088123,4.83253817370583,0.594437833256897,0.011559905691316
