"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE","SD_WUE","SE_WUE","B_WUE.wght","SD_WUE.wght","SE_WUE.wght"
1,2008,2009,3.65278499264877,25.5694949485414,6.38628571428571,44.704,44.704,1.194275,0.477515310416667,0.278213541644345,6.88144367559523,6.9100669640625,14993.4101919888,NA,2.24995740473164,818.984495322317,10,"Fall",3.09620222244736,0.356659307547018,0.00323752434683624,11.3097610123615,1.30279976609625,0.0118259803474584
2,2008,2009,3.25272393337423,22.7690675336196,3.302,23.114,67.818,0.9834,0.443404592857143,0.320209077425595,5.85771098809524,6.03874999955357,15886.6115227014,NA,2.24995740473164,818.984495322317,10,"Fall",2.97047603478237,0.325647980262552,0.00351284792032275,9.6621384918512,1.05924297925498,0.0114263245047377
3,2008,2009,3.12680327006468,21.8876228904527,0.0725714285714286,0.508,68.326,0.8403625,0.613695600595238,0.323203869032738,6.78490282738095,5.27215029732143,20203.0463292143,NA,2.24995740473164,818.984495322317,10,"Fall",2.79641471492467,0.330729997015764,0.0038136997793858,8.74383867508345,1.03412763617737,0.0119246889412285
4,2008,2009,1.88117755952171,13.168242916652,0,0,68.326,0.778457142857143,0.631124500595238,0.309752976190476,4.32379148809524,4.16270833333334,20089.0710919757,NA,2.24995740473164,818.984495322317,10,"Fall",2.7498682083141,0.351262775040519,0.00448511396561056,5.17299036512266,0.660787649901548,0.00843729574400403
5,2008,2009,2.97254773850868,20.8078341695608,0.0362857142857143,0.254,68.58,0.730148214285714,0.660376683035714,0.298339285714286,7.24562148809524,5.03250744047619,16594.6116685383,NA,2.24995740473164,818.984495322317,10,"Fall",2.81450502700583,0.346555982313338,0.00508332182360693,8.36625055304751,1.03015420149217,0.0151104167908746
6,2008,2009,0.514415869166571,3.600911084166,0,0,68.58,0.724364285714286,0.239137386904762,0.28991443452381,-3.47408770833333,2.77630208333333,13595.8060763197,NA,2.24995740473164,818.984495322317,11,"Fall",2.80193255881369,0.408894179707421,0.00728155190172933,1.44135857258826,0.210341654851345,0.00374574585040962
7,2008,2009,1.27967732142214,8.95774124995497,0.326571428571429,2.286,70.866,0.698357142857143,0.535980383333333,0.286944196428571,3.38915258928571,2.34133928571429,15880.3191054567,NA,2.24995740473164,818.984495322317,11,"Fall",2.76602896545181,0.453230347916296,0.009276443960577,3.53962453748542,0.579988597608749,0.0118708549597937
8,2008,2009,0.855686043843763,5.98980230690634,0,0,70.866,0.580535714285714,0.493935725,0.286350446428572,1.91813750892857,2.04515625,13234.866943342,NA,2.24995740473164,818.984495322317,11,"Fall",2.75257522566279,0.49586095617154,0.0122994490718079,2.35534020522975,0.424301299883011,0.0105244669177132
9,2008,2009,0.287087188781469,2.00961032147028,4.49914285714286,31.494,102.36,0.555275,0.225984430952381,0.280707589285714,-1.31344892857143,1.75979166666667,10322.4783079371,NA,2.24995740473164,818.984495322317,11,"Fall",2.71112475062531,0.546448056956516,0.0152116372391692,0.778329183092881,0.156878236486742,0.00436706617175651
10,2008,2009,0.160794320971783,1.12556024680248,0.798285714285714,5.588,107.948,0.58575,0.248825810119047,0.277931547619048,-2.43326968154762,1.53088541666667,10764.7989742714,NA,2.24995740473164,818.984495322317,12,"Winter",2.66005256457929,0.59341845845186,0.0173335295983807,0.427721345870777,0.0954183180788889,0.00278713312181592
