"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Tsoil","ws","LAI_mod","WUE","Sim_E_ratio","Sim_T_ratio","Sim_E_total","Sim_T","Sim_ET","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E","block","B_ET","B_ET.mu","SD_ET","SE_ET","B_E","SD_E","SE_E","B_T","SD_T","SE_T"
2007-10-01,2007,10,1,"October",2008,0.500247490963268,0.348048593570448,1.01015862083333,0,14.8513339583333,84.7269622916667,41.30396875,7088.168135083,0.040761367168649,11.316819984345,1.15875786770833,0.237175,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,0,"Fall",7.59167108594492e-05,0.000506577818747131,1.0248433371087,0.147265361778244,0.988533936735983,60.2728492966634,-26.94208617118,NA,7392.28503948983,130.338176814129,13.407708186998,6.97617920233958,84726.9622916667,13.0840769713392,15.0604963975227,0,0,7.59167108594492e-05,1,0.299981970601592,0.299197087348405,0.128884027382371,0.00209869780088315,0.000209703520078472,9.59227584918689e-05,2.02851863540141e-06,0.299772267081514,0.128886077368963,0.00209878097079143
2007-10-02,2007,10,2,"October",2008,0.257292124921307,0.360522460396458,1.24090033541667,0,18.0053039583333,84.4945354166667,47.69645625,20598.622465302,0.0400522116353467,13.8588552703716,2.19257868625,0.23355,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,0,"Fall",0.000410070706529091,0.00265840605420299,1.01096067313618,0.138741057762455,0.990019430313176,60.1075060619898,-7.28144939578394,NA,1190.28643459571,133.091569687731,15.8398536664273,9.84633237044774,84494.5354166667,15.9320796143524,18.1023264806306,0,0,0.000410070706529091,1,0.311782466449567,0.311638701292293,0.133495044855144,0.00217359647272355,0.00126652906803502,0.000519098799517765,1.10003945791787e-05,0.310515937381532,0.13350528225738,0.0021740001063094
2007-10-03,2007,10,3,"October",2008,0.224103818540203,0.262551200792166,1.40775399583333,0,17.35396375,84.275946875,36.8918479166667,21958.1845449769,0.0373729509712439,13.3338883896495,1.73390984625,0.229925,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,0,"Fall",0.00022483685271298,0.00193479065904086,1.01060611919172,0.10927317701899,0.98671489832859,59.952007105418,-11.7121022875964,NA,2279.26287411604,144.635246359314,15.3080165205778,7.30959005555392,84275.946875,15.3439260698247,17.4333365174077,0,0,0.00022483685271298,1,0.226803566042898,0.227785923443768,0.0972176392919759,0.00158287741997598,0.000669715366927045,0.000374260050711788,7.81845990817369e-06,0.226133850675971,0.097225488060373,0.00158321991313981
2007-10-04,2007,10,4,"October",2008,0.329085096439556,0.290865841461072,1.22024961041667,3.178,19.6017247916667,83.9161739583333,54.9241270833334,20582.410318894,0.0399938986072146,15.1455377973713,2.08774247583333,0.2263,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.178,"Fall",0.000281192439942402,0.00185300338847284,0.998565500292106,0.138053638291896,0.990815649944293,59.6960727699862,-7.92807297060169,NA,1343.8857648129,133.323163125636,17.2126318283715,12.5275133519846,83916.1739583333,17.373631294519,19.8381964569094,0.339992935140208,0,0.34027412758015,1,0.385768303192853,0.386480175007504,0.107750844399355,0.00175427055478003,0.135247214120533,0.00342394057729437,2.31518745229945e-05,0.25052108907232,0.107710699135327,0.00175396109735513
2007-10-05,2007,10,5,"October",2008,1.49299602519793,0.173121112992978,1.53091389166667,0,20.8331441666667,83.8013422916667,46.5348375,21550.127514624,0.065942427134895,16.1380366173179,5.30814145625,0.222675,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.178,"Fall",0.0168269792340556,0.0183079841220811,0.993022045059304,0.606074492469413,0.998567903369386,59.6143841132437,-1.21578875955752,NA,145.482411942142,75.1402487126921,18.3418618455465,11.4532564362853,83801.3422916667,18.4855903919923,21.2752852490937,0,0,0.0168269792340556,1,0.302763555085257,0.302401968554931,0.0642128293298683,0.00104541379926615,0.15365532858965,0.00383719269323221,3.09006883039939e-05,0.149108226495607,0.0641085801684115,0.00104394416269449
2007-10-06,2007,10,6,"October",2008,0.59824851456592,0.374271149539368,1.64687617916667,0,19.8586166666667,83.683126875,34.3053604166667,21508.494019813,0.0565274081846725,15.3525873923083,5.93219957083333,0.21905,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.178,"Fall",0.0192917590130272,0.0268924056726426,0.994919293390138,0.408599437678017,0.997381486023708,59.530288333098,-0.980089832298612,1284.63319017012,118.141279599427,89.2765473803834,17.4430285052638,7.95030875798722,83683.126875,17.6056020294875,20.130754857932,0,0,0.0192917590130272,1,0.353631122798847,0.354957495717516,0.138605534095491,0.00225771104254658,0.0312735179320676,0.00318928843366722,5.25041801132183e-05,0.322357604866779,0.138596567340353,0.00225690659603388
2007-10-07,2007,10,7,"October",2008,0.261626486132082,0.266165822937294,1.03550367916667,0,10.2344033333333,84.2722420833333,23.7139791666667,21533.979522951,0.0473781289767042,7.59566836848103,2.27652936479167,0.215425,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.178,"Fall",0.000919403238872723,0.00348963209834308,1.03595036949268,0.241205579891244,0.99004813179948,59.9493716002168,-7.56204232796283,NA,1183.73197886359,109.249835022581,10.4400837725523,2.95860357538674,84272.2420833333,8.91503585090717,11.4181997942889,0,0,0.000919403238872723,1,0.231107534946095,0.231557497118055,0.0985534030838256,0.00160459669811232,0.00186043084774286,0.000655311195291891,1.4022391579643e-05,0.229247104098352,0.0985640208918876,0.00160501658267084
2007-10-08,2007,10,8,"October",2008,0.225290607455886,0.12897578692845,1.20576581875,0,11.7663952083333,84.6575804166667,23.9433354166667,21412.4530312899,0.0431393974015709,8.8304224733571,2.014153855,0.2118,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.178,"Fall",0.000533776943694227,0.0027863372266184,1.0350915331561,0.178062093505224,0.988019826903778,60.2234925962378,-9.34922640095008,NA,1606.73787593211,121.882745953035,11.3531312929159,3.30711358860436,84657.5804166667,10.2984088408452,12.5296527590749,0,0,0.000533776943694227,2,0.102842871677874,0.103405771381409,0.042823729915237,0.000683224868113167,0.00120983573635497,0.000541893385489827,1.15525829617942e-05,0.101633035941519,0.0428329179726686,0.000683921147325188
2007-10-09,2007,10,9,"October",2008,0.158839553667131,0.132051367572732,1.41180546666667,0,16.4669958333333,84.7545447916667,30.68471875,20830.3695952572,0.0396953574222394,12.6190103972335,2.30886284479167,0.2112375,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.178,"Fall",0.000669785303134791,0.00441171587696994,1.0194579022878,0.134566494863915,0.988687800428722,60.2924708648249,-6.66308184499397,NA,1049.20304744727,134.52157555762,14.6090557468487,5.747317427612,84754.5447916667,14.5430031152834,16.5572916022094,0,0,0.000669785303134791,2,0.105974711814201,0.108249583382783,0.0438420094295402,0.000699154501664396,0.00191811556259954,0.0008786301219211,1.86107392946727e-05,0.104056596251601,0.0438543197147486,0.000700230058424102
2007-10-10,2007,10,10,"October",2008,0.244665686405427,0.105743675425788,1.00059543125,0.102,18.4648022916667,84.37652875,57.4654979166666,14419.175497916,0.0383882148578716,14.2292015251565,2.368016701875,0.210675,NA,NA,NA,NA,NA,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.28,"Fall",0.000291700160091615,0.00212429791975252,1.00795799729579,0.119931611293302,0.988683809995882,60.0235587818841,-6.21803565069661,NA,966.058161886874,140.032814215951,16.2247518321137,12.2100411731563,84376.52875,16.3470019084116,18.5877354073255,0.0101978871382972,0,0.0104895872983888,2,0.0882496480539539,0.0863029319842764,0.0351098238044428,0.000560150404997391,0.00492353684286708,0.000446002391219546,9.42393408571112e-06,0.0833261112110868,0.0351175230910119,0.00056072800594508
