"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Tsoil","ws","LAI_mod","WUE","Sim_E_ratio","Sim_T_ratio","Sim_E_total","Sim_T","Sim_ET","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E","block","B_ET","B_ET.mu","SD_ET","SE_ET","B_E","SD_E","SE_E","B_T","SD_T","SE_T"
2008-10-01,2008,10,1,"October",2009,0.375406660067585,1.50926563798056,1.50251520833333,0,17.01945625,78.54245625,25.7378125,20003.10587041,0.0898266022682366,15.5485654645235,2.18528098125,0.533375,NA,0.0368126442501022,0.963187355749898,0.0120009679445509,0.314000279426251,0.326001247370802,9.33,2196,0.2108608921,0.09507092885,0.5674272737,0,"Fall",0.000645393143760749,0.00405259116204119,0.942937978769042,0.148074340053773,0.996208406631737,55.8733312384036,-8.27927862061059,NA,1722.90726048362,130.085189893422,17.6635959236162,4.99280361938971,78542.45625,16.2840108572617,18.5133158171665,0,0,0.000645393143760749,1,0.602979899064442,0.60421687246167,0.0766928435293614,0.000568061654453037,0.00324882645090943,0.000767043975237163,4.93328278840354e-06,0.599731072613532,0.0766983111594458,0.000568289549051831
2008-10-02,2008,10,2,"October",2009,0.46936281752493,1.67303192902153,1.50942520833333,0,16.563905625,78.1469035416667,22.4441229166667,22359.0330721474,0.0896865199356965,15.124461082469,3.4187564125,0.5286125,NA,0.0350784031615653,0.964921596838436,0.0108701365433323,0.299011031458138,0.30988116800147,9.33,2196,0.2108608921,0.09507092885,0.5674272737,0,"Fall",0.00208851738340705,0.0114325250853339,0.939664411440354,0.147294055874682,0.996075356913434,55.5919439664725,-3.40148215739698,NA,542.45370256629,130.326786500346,17.1893290792648,4.22982054424276,78146.9035416667,15.8441833537345,18.0009390980219,0,0,0.00208851738340705,1,0.673825735323064,0.674921226307517,0.0850221559659882,0.000629427135382834,0.00901948249449949,0.00215230988477893,1.39730068226802e-05,0.664806252828565,0.0850206353624239,0.000629953095443896
2008-10-03,2008,10,3,"October",2009,0.392434815532082,1.79728919805915,1.43090833333333,0,16.6820735416667,77.8760597916667,25.9639479166667,19049.2193615,0.0895453013821885,15.2344719759379,3.48976535625,0.52385,NA,0.0334639721480715,0.966536027851927,0.00991866380927848,0.286479616866737,0.296398280676016,9.33,2196,0.2108608921,0.09507092885,0.5674272737,0,"Fall",0.00208760786051721,0.0113692239204386,0.936025911590039,0.146509921437662,0.996076452285412,55.3992718337163,-3.25970938191597,NA,515.503993138652,130.571252767054,17.3112647122738,4.93004222136583,77876.0597916667,15.9582727588023,18.1326367959922,0,0,0.00208760786051721,1,0.723141809201922,0.72340361794912,0.0913347301212811,0.000676210445380617,0.00895992403624888,0.00214207283698598,1.39143673397686e-05,0.714181885165673,0.0913351783061181,0.000676740159040126
2008-10-04,2008,10,4,"October",2009,0.45498257510865,2.14179488149628,0.945317208333334,5.71914,14.5932025,77.6804304166667,46.6582166666666,17545.1594903,0.0901940047044961,13.289793791559,3.76880370625,0.5190875,NA,0.700866046595987,0.299133953404015,1.50663292791058,0.643040230359958,2.14967315827053,9.33,2196,0.2108608921,0.09507092885,0.5674272737,5.71914,"Fall",0.00153999349480555,0.00791553893128393,0.940452565916611,0.150132470137065,0.995644552606505,55.260105510288,-2.87670478950634,NA,437.532468228799,129.455774675871,15.2640681677364,7.75041525611705,77680.4304166667,13.9414981457795,15.925040994353,1.30737562518696,0,1.30891561868176,1,1.12086450631608,1.12016815899332,0.108679121083968,0.000798249199940741,0.269787724818134,0.00881955316265787,5.8124535506561e-05,0.851076781497945,0.108842370837059,0.00080645819843592
2008-10-05,2008,10,5,"October",2009,1.82318142876782,1.27942088208689,0.117007458333333,24.52633,7.93553791666667,77.456080625,89.1226833333333,11584.54610334,0.168270087938709,7.09170170455779,3.10784227291667,0.514325,NA,0.636311005712338,0.363688994287665,1.43911296969129,0.822537318881412,2.2616502885727,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.24547,"Fall",0.000351347097774941,0.000399443429366529,0.959947233388577,0.814808824896831,0.999481045600968,55.1005081304562,-5.03658504783725,NA,802.791331479938,63.8273347984025,10.0864475697429,9.52249433070154,77456.080625,7.51361981061223,10.3817751395101,5.5615280084099,0,5.56187935550768,1,1.89043471242685,1.88801612229234,0.0771934530393999,0.000522511821645934,1.38203616506126,0.0455370053658871,0.000296360855747844,0.508398547365593,0.0650179918291209,0.00048174522617603
2008-10-06,2008,10,6,"October",2009,2.01610692805868,2.50919249861198,0.576745354166667,0.10998,9.82969125,77.917118125,57.2094979166667,22100.3479902,0.151364813802517,8.85510336589867,2.58249435125,0.5095625,NA,0.404500829702962,0.595499170297039,0.580705482974418,0.854904632833873,1.43561011580829,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.00145633884363659,0.00206657044748845,0.959197323085076,0.666007580589812,0.999336303047705,55.4284798056586,-6.80103005825148,NA,1233.70682155993,71.697398538483,11.372077289355,6.94685932672266,77917.118125,9.34239730794933,11.7518931637544,0.0247360384770368,0,0.0261923773206734,1,2.11422600305965,2.11557088036605,0.130648775966716,0.000937694179699275,1.11715784572725,0.0367632109548139,0.000239328835691413,0.997068157332404,0.127512892478619,0.00094479582496054
2008-10-07,2008,10,7,"October",2009,1.62517767337535,2.78998658566283,0.608818333333333,0,10.9294754166667,78.5441391666667,57.527775,21023.1240466,0.137623826887962,9.87897043752775,2.59816470833333,0.5048,NA,0.365186227754351,0.634813772245646,0.502322554353237,0.873201811508478,1.37552436586172,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.00127853745236708,0.00224329489168304,0.9631729388824,0.533969805265284,0.999093952971233,55.874528427349,-6.51385013763239,NA,1182.97319416985,79.6835168822723,12.1830094083607,7.51747903263842,78544.1391666667,10.4042229270972,12.6184626754451,0,0,0.00127853745236708,1,1.11562816716168,1.11403582293418,0.141771840430813,0.00105029652301666,0.00698194512499208,0.000282518452532827,1.93920322710158e-06,1.10864622203669,0.141782370109591,0.0010505242938867
2008-10-08,2008,10,8,"October",2009,1.59957085390494,2.61894824550578,0.875201458333333,0,13.4681239583333,78.1977983333333,46.6022541666667,21579.0405785,0.126614426288188,12.2423783924991,3.47029137083333,0.4954625,NA,0.369189948333595,0.630810051666403,0.551693250183428,0.94264117759174,1.49433442777517,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.00337037176904124,0.00675758045448564,0.950432375984121,0.429289497094891,0.998943005071374,55.6281493729351,-3.45727295559994,NA,540.694953630886,87.4916004572634,14.2522257229613,7.19654961967304,78197.7983333333,12.8552511754162,14.8368648746095,0,0,0.00337037176904124,2,1.10611309146208,1.10469396709621,0.127329045723111,0.00109409212960265,0.00606958466969287,0.000735207215510207,5.03156837284536e-06,1.10004350679238,0.127331253889546,0.00109416339137868
2008-10-09,2008,10,9,"October",2009,1.70856299703634,2.57635471755611,1.20717666666667,0,15.65031,77.7485466666667,34.68013125,21254.48525634,0.118682519774576,14.2739301277845,3.3891660625,0.486125,NA,0.373143936405245,0.626856063594755,0.579765827797336,0.973966582764184,1.55373241056152,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.0038615035127924,0.00923914409080446,0.937831832701649,0.357700189841353,0.998793313180976,55.3085618736446,-3.50269235399394,NA,558.886380482635,94.1374795831907,16.2717896881542,6.16580456439955,77748.5466666667,14.9621200638922,17.0107690665319,0,0,0.0038615035127924,2,1.09036749051154,1.08951006849162,0.125258603016802,0.00107627549913622,0.00821465182716679,0.0010434964259334,7.02567092096739e-06,1.08215283868437,0.12526038924733,0.00107636835511854
2008-10-10,2008,10,10,"October",2009,1.42828207195927,2.67207069237334,1.02530125,0,15.1228220833333,77.5144127083333,41.8724895833333,19694.65124252,0.113626927083551,13.782854219505,4.78463917083333,0.4767875,NA,0.376977659043088,0.623022340956913,0.564593794982968,0.933091230745404,1.49768502572837,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.0063409427968103,0.0145066283141204,0.936718519380781,0.314617307249932,0.998485305382507,55.1420042584043,-1.77066124105414,NA,254.097000460986,98.9270391458938,15.7618664781858,7.19684174184998,77514.4127083333,14.4528381514191,16.4611349116519,0,0,0.0063409427968103,2,1.13498920634708,1.13606688247993,0.129919706126195,0.00111626151219996,0.0126325427972546,0.00183765384013057,1.2649156969367e-05,1.12235666354982,0.129914026489552,0.00111635727654716
