"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE","SD_WUE","SE_WUE","B_WUE.wght","SD_WUE.wght","SE_WUE.wght"
1,2008,2009,4.28299446794576,29.9809612756203,4.17285714285714,29.21,29.21,1.515275,0.498552880952381,0.186110374386842,8.23354377976191,8.73555010936936,15952.8145450617,NA,3.2650382191685,1188.47391177733,10,"Fall",4.52832150625579,0.588937455128003,0.00809769251011015,19.3947759603733,2.52241586227929,0.0346823722239275
2,2008,2009,3.70000331091159,25.9000231763811,3.33857142857143,23.37,52.58,1.3438,0.476857095238095,0.20931296490551,7.4894145975,7.83074526527146,14709.6287130759,NA,3.2650382191685,1188.47391177733,10,"Fall",4.57479719848114,0.537278872081451,0.00826356761654473,16.9267647811293,1.98793360558421,0.0305752275411577
3,2008,2009,4.52101903875551,31.6471332712886,0.0357142857142857,0.25,52.83,1.1807625,0.518405443154762,0.215858257797459,7.07612139880952,7.32821197250209,15710.8602470205,NA,3.2650382191685,1188.47391177733,10,"Fall",4.69970082707853,0.500015379905113,0.00823311207837995,21.2474369156771,2.26057905222159,0.0372220564545636
4,2008,2009,4.05801450123242,28.4061015086269,0,0,52.83,1.10675892857143,0.641294800595238,0.188871465468302,5.91099974107143,5.91151209697732,18100.5367876371,NA,3.2650382191685,1188.47391177733,10,"Fall",4.81734830329225,0.495770854382531,0.00842087831500313,19.5488692722474,2.0118453163727,0.0341720463153965
5,2008,2009,3.90238179400669,27.3166725580468,0,0,52.83,1.07388571428571,0.659082580357143,0.176460097222341,8.44052327380953,8.98722153055185,15040.5023318959,NA,3.2650382191685,1188.47391177733,10,"Fall",4.95328865611726,0.498244522555841,0.00903145722751649,19.3296234720918,1.94434035378547,0.0352441942580104
6,2008,2009,0.5589198630494,3.9124390413458,0.471428571428571,3.3,56.13,1.08775,0.291614413690476,0.172863134454088,-0.693331904761904,-2.11885602676035,12356.1337073831,NA,3.2650382191685,1188.47391177733,11,"Fall",4.94035657645415,0.540172457830364,0.0106329298823739,2.76126342112696,0.301913116153605,0.00594295571367032
7,2008,2009,2.68003714024781,18.7602599817346,0,0,56.13,1.09789285714286,0.481339580357143,0.172940854050152,3.69291949404762,3.21449415984363,14745.0302185941,NA,3.2650382191685,1188.47391177733,11,"Fall",4.92776148800669,0.559136423165752,0.0115585302207752,13.2065838061407,1.49850638054953,0.0309772902783543
8,2008,2009,2.46693767586916,17.2685637310841,0,0,56.13,1.02797678571429,0.427092089285714,0.170057700985862,1.87277901785714,1.00134090762224,12215.3558230269,NA,3.2650382191685,1188.47391177733,11,"Fall",4.89867622499214,0.576327812567879,0.0126521666004306,12.0847289413176,1.42176479447496,0.0312121064679759
9,2008,2009,1.79566421590207,12.5696495113145,1.96,13.72,69.85,0.9252875,0.273487258928571,0.189615199277446,1.66005794642857,0.742688162294853,8888.32831723143,NA,3.2650382191685,1188.47391177733,11,"Fall",4.77118186419974,0.618077167724711,0.0149993851786125,8.56744054110443,1.10985905274937,0.0269338592257664
10,2008,2009,1.24478530629507,8.71349714406551,0.108571428571429,0.76,70.61,0.87765,0.259450791666666,0.174532747536559,-0.495738511904761,-1.87859739522081,9375.60050255571,NA,3.2650382191685,1188.47391177733,12,"Winter",4.64180628285953,0.658933582213988,0.0169686080553342,5.7780522555717,0.820230840964348,0.0211222739755599
11,2008,2009,0.166880079740086,1.1681605581806,2.61285714285714,18.29,88.9,0.6438625,0.115403242857143,0.172238617699746,-3.35931482142857,-5.36048975754611,6796.52755753371,NA,3.2650382191685,1188.47391177733,12,"Winter",4.51570680411803,0.698966954843818,0.0193536694139482,0.753581511554064,0.116643661160021,0.00322974189506294
12,2008,2009,0,0,2.64285714285714,18.5,107.4,0.385716071428571,0.141408002678571,0.173674325629406,-3.90985943451786,-6.0299103967166,7188.71952598437,NA,3.2650382191685,1188.47391177733,12,"Winter",4.42296190556358,0.713505720357633,0.0192887467090971,0,0,0
13,2008,2009,0.503900266624749,3.52730186637324,1.45714285714286,10.2,117.6,0.673228571428571,0.186809961309524,0.174048900955217,-3.72165485119048,-5.8010678479559,9299.55657179009,NA,3.2650382191685,1188.47391177733,12,"Winter",4.329244367694,0.712307900296298,0.0191936354868142,2.1815073911647,0.358932140878219,0.00967167803930393
14,2009,2009,0.4466516204844,3.1265613433908,0.828571428571429,5.8,123.4,0.683123214285714,0.210452620314083,0.154301336749989,-2.27203023556231,0.986897498675154,7678.36045806971,NA,3.2650382191685,1188.47391177733,12,"Winter",4.23113610320876,0.707033346421258,0.0191878071557378,1.88984379698824,0.315797589915563,0.00857026515965256
15,2009,2009,0.177727993494686,1.2440959544628,0.371428571428571,2.6,126,0.699294642857143,0.246219583333333,0.157521949404762,-2.28346690476191,1.49360119047619,12782.5089375987,NA,3.2650382191685,1188.47391177733,1,"Winter",4.12820875394139,0.695802547341312,0.0181097196666373,0.733698258565199,0.123663590607463,0.00321860413910264
16,2009,2009,0.664550788345843,4.6518555184209,0,0,126,0.706685714285714,0.3252588125,0.159855282738095,-0.0695387797619047,1.3890625,14297.3554476251,NA,3.2650382191685,1188.47391177733,1,"Winter",4.02546249285618,0.672329152395208,0.0174500523281223,2.6751242730842,0.446796868252128,0.0115964460313296
