Date,SOILT_P1_5cm,SOILT_P2_5cm,SOILT_P3_5cm,SOILT_5cm_gf,SOILT_P1_10cm,SOILT_P2_10cm,SOILT_P3_10cm,SOILT_10cm_gf,SOILT_P1_30cm,SOILT_P2_30cm,SOILT_P3_30cm,SOILT_30cm_gf,SOILT_P1_60cm,SOILT_P2_60cm,SOILT_P3_60cm,SOILT_60cm_gf,SWC_P1_5cm,SWC_P2_5cm,SWC_P3_5cm,SWC_5cm_gf,SWC_P1_10cm,SWC_P2_10cm,SWC_P3_10cm,SWC_10cm_gf,SWC_P1_30cm,SWC_P2_30cm,SWC_P3_30cm,SWC_30cm_gf,SWC_P1_60cm,SWC_P2_60cm,SWC_P3_60cm,SWC_60cm_gf
07/27/2017,16.1520414583333,18.6218777083333,16.96024375,17.2447209722222,17.0219533333333,18.7118139583333,17.0305560416667,17.5881077777778,15.2558285416667,17.4787164583333,16.2699510416667,16.3348320138889,13.3267054166667,15.8189072916667,14.7543539583333,14.6333222222222,0.238499916717347,0.158195013346132,0.168011098936072,0.188235342999851,0.200208897276694,0.129996057324939,0.163348255782583,0.164517736794739,0.161527886033465,0.137533345970013,0.131371017570141,0.14347741652454,0.177476976559981,0.292248809962547,0.168942171967235,0.212889319496587
07/28/2017,15.7504310416667,17.8256902083333,16.4928791666667,16.6896668055556,16.5174664583333,17.8737745833333,16.5149472916667,16.9687294444444,15.0329541666667,17.1927489583333,16.0538185416667,16.0931738888889,13.461011875,15.9631720833333,14.8803408333333,14.7681749305556,0.25825191937645,0.153274962300783,0.190607201115227,0.20071136093082,0.223298548256741,0.126078416323115,0.171875794986483,0.173750919855446,0.161541691190373,0.13418186631214,0.129066598233074,0.141596718578529,0.177501256489954,0.289376475830972,0.165576197713709,0.210817976678212
07/29/2017,15.9969283333333,18.361655,16.440095,16.9328927777778,16.6523985416667,18.1710116666667,16.4419935416667,17.0884679166667,14.9858320833333,17.035546875,15.898769375,15.9733827777778,13.4782852083333,15.9660454166667,14.8585177083333,14.7676161111111,0.246961136818258,0.146961515108912,0.17703023611882,0.190317629348663,0.214559963025323,0.120633701727517,0.167992455600552,0.167728706784464,0.162941589300403,0.130228260359759,0.126329740230342,0.139833196630168,0.177142077374797,0.286557559354006,0.162303460324071,0.208667699017625
07/30/2017,15.6021014583333,17.512361875,16.0775572916667,16.3973402083333,16.3804266666667,17.706754375,16.2646958333333,16.7839589583333,15.1414739583333,17.151689375,15.9109360416667,16.068033125,13.5420002083333,15.980470625,14.8811560416667,14.8012089583333,0.256727047388273,0.150272152065831,0.190667406443285,0.199222201965796,0.223431404890359,0.116290185464449,0.169788937643158,0.169836842665989,0.162945950934169,0.126365710706546,0.123323802423951,0.137545154688222,0.176514863477506,0.283787844789111,0.159232686830541,0.206511798365719
07/31/2017,14.4599139583333,15.7222383333333,14.8218014583333,15.0013179166667,15.292285,16.1498477083333,15.2606897916667,15.5676075,14.782436875,16.6700472916667,15.5134920833333,15.6553254166667,13.601064375,15.97868875,14.7961597916667,14.7919709722222,0.294608607769727,0.204070230124157,0.26539518794323,0.254691341945705,0.266567947930813,0.134208463345596,0.244985940983593,0.215254117420001,0.189350518067872,0.146755448269292,0.124807106811321,0.153637691049495,0.176203194203657,0.283260878591608,0.157645200937992,0.205703091244419
08/01/2017,14.9707233333333,16.98476375,15.3684514583333,15.7746461805556,15.490988125,16.6996560416667,15.2983433333333,15.8296625,14.4809295833333,16.0844595833333,15.0754358333333,15.2136083333333,13.501488125,15.750141875,14.593956875,14.615195625,0.283693373817526,0.22869190662084,0.25173889958002,0.254708060006129,0.26023592713081,0.16944713908519,0.258316167899612,0.229333078038537,0.241387400882636,0.180473473423255,0.147364956630542,0.189741943645478,0.175837256358082,0.286401722129097,0.155751489476633,0.205996822654604
08/02/2017,15.4471172916667,18.0772102083333,15.6254277083333,16.3832517361111,15.9690904166667,17.819993125,15.59435625,16.4611465972222,14.64888875,16.4360939583333,15.226159375,15.4370473611111,13.4866083333333,15.666475,14.5264414583333,14.5598415972222,0.267129539351918,0.214823610973392,0.225233462211112,0.235728870845474,0.242835266145547,0.167324143237084,0.237383927660347,0.215847779014326,0.234302001898786,0.17657136792285,0.15931048510648,0.190061284976039,0.175842053555093,0.285139219806555,0.153047431527137,0.204676234962928
08/03/2017,15.8189025,18.3988629166667,15.798931875,16.6722324305556,16.4112652083333,18.26797625,15.7702625,16.8165013194444,14.8990916666667,16.8337916666667,15.34409875,15.6923273611111,13.531025,15.73954,14.5456052083333,14.6053900694444,0.254531521805957,0.204440124124499,0.204345379316746,0.221105675082401,0.229153926969074,0.16067187284568,0.221569528632332,0.203798442815695,0.225700031187041,0.171210720411554,0.160803082677438,0.185904611425344,0.176778747541121,0.283235211541143,0.150430078823708,0.203481345968657
08/04/2017,15.336475625,17.2036175,15.2996739583333,15.9465890277778,15.9787316666667,17.45958375,15.5149883333333,16.3177679166667,14.91835625,16.955629375,15.3213958333333,15.7317938194444,13.6080416666667,15.8638829166667,14.562938125,14.6782875694444,0.253418585906718,0.202196327298177,0.194038001768435,0.216550971657776,0.224645350451315,0.15620736901493,0.210863512753734,0.197238744073326,0.218096458301004,0.165935829739069,0.158882348218506,0.180971545419526,0.178538440511718,0.280923611984342,0.148400894606767,0.202620982367609
08/05/2017,15.448025625,17.4881470833333,15.67681875,16.2043304861111,16.1054020833333,17.3606045833333,15.552994375,16.3396670138889,14.807786875,16.715805,15.1856908333333,15.5697609027778,13.6402660416667,15.89753125,14.5372329166667,14.6916767361111,0.257198552131239,0.199679022255739,0.197862611911549,0.218246728766175,0.228325650909881,0.156051204364823,0.209211134691933,0.197862663322212,0.214649443111768,0.163047166882746,0.156930378708354,0.178208996234289,0.180715048595849,0.279051650010642,0.147068317213857,0.202278338606783
08/06/2017,15.8322016666667,17.9849314583333,15.9964389583333,16.6045240277778,16.507409375,17.8223591666667,15.903424375,16.7443976388889,14.8920708333333,16.8200164583333,15.3621102083333,15.6913991666667,13.6472439583333,15.8817960416667,14.5428891666667,14.6906430555556,0.246842086607374,0.19032120813847,0.182440974749102,0.206534756498316,0.218220167115771,0.149478409344122,0.199306698086419,0.189001758182104,0.210644433605456,0.15886635198381,0.153436737150237,0.174315840913168,0.182516191480933,0.276974468909031,0.145398192875957,0.201629617755307
08/07/2017,16.3067733333333,19.002508125,16.3081266666667,17.2058027083333,16.9065591666667,18.6096897916667,16.163726875,17.2266586111111,15.1149879166667,16.979715625,15.5347833333333,15.876495625,13.7247122916667,15.933271875,14.6217102083333,14.759898125,0.236112237718141,0.179945465615933,0.166095990991201,0.194051231441758,0.20730725902532,0.14124976046456,0.188640941522216,0.179065987004032,0.204630704836586,0.153880493195477,0.148801561057694,0.169104253029919,0.183493339023028,0.274657379273685,0.143664219365144,0.200604979220619
08/08/2017,16.3887097916667,19.7113808333333,16.40557125,17.5018872916667,17.01493125,19.366550625,16.3250972916667,17.5688597222222,15.2989635416667,17.3931272916667,15.7110810416667,16.134390625,13.7890877083333,16.057131875,14.7055270833333,14.8505822222222,0.226195742930675,0.169642835796735,0.151748385346829,0.182528988024746,0.196690356999335,0.13278612504555,0.178617747426904,0.169364743157263,0.198203034788622,0.148569367802196,0.143555504633474,0.163442635741431,0.184186366784125,0.272289880915808,0.142061563535734,0.199512603745222
08/09/2017,16.0462041666667,19.65085875,16.1740427083333,17.2903685416667,16.6507814583333,19.3701797916667,16.1299460416667,17.3836357638889,15.2730529166667,17.6870358333333,15.7148147916667,16.2249678472222,13.9151260416667,16.2441127083333,14.80322125,14.9874866666667,0.216554621534696,0.15956754891853,0.139006523671947,0.171709564708391,0.186661080556387,0.124512132829122,0.169754597493217,0.160309270292908,0.191658134054492,0.143034728359022,0.137872265771004,0.157521709394839,0.184146556151942,0.269743786335834,0.140450548690392,0.198113630392723
08/10/2017,16.0652583333333,19.4913589583333,16.134096875,17.2302380555556,16.603848125,19.33157625,16.1395602083333,17.3583281944444,15.2460125,17.844994375,15.7386635416667,16.2765568055556,13.9011302083333,16.407976875,14.8302775,15.0464615277778,0.205662358744777,0.148661944703902,0.127155349689202,0.160493217712627,0.175763172626357,0.116099735667902,0.160693824686567,0.150852244326942,0.184743328803294,0.137018890590706,0.131248023636454,0.151003414343485,0.183701419318612,0.267030378585831,0.138670034253285,0.196467277385909
08/11/2017,15.3683554166667,17.8427183333333,15.69936625,16.30348,16.0946685416667,18.227401875,15.921739375,16.7479365972222,15.255931875,17.8284422916667,15.71499875,16.2664576388889,13.9380570833333,16.5230270833333,14.8584104166667,15.1064981944444,0.217371429389296,0.141311034546391,0.131974074584651,0.163552179506779,0.177224229462982,0.110832973757845,0.154461420508132,0.147506207909653,0.179588780510914,0.13238192863762,0.126442999922915,0.146137903023816,0.18366140831617,0.264616312978232,0.137538975121681,0.195272232138694
08/12/2017,15.4325354166667,17.9169125,15.4929075,16.2807851388889,15.9178672916667,17.8023452083333,15.51863625,16.4129495833333,14.9186789583333,17.3024102083333,15.356263125,15.8591174305556,13.9187122916667,16.49645375,14.81158125,15.0755824305556,0.254594458064087,0.137209091331718,0.17135229513489,0.187718614843565,0.212348959293658,0.107770005592204,0.165366325227526,0.161828430037796,0.176487749331326,0.129481776154189,0.124277874432932,0.143415799972816,0.184427256722111,0.262682852238914,0.13698295928088,0.194697689413968
08/13/2017,16.148765625,19.5382122916667,16.15071,17.2792293055556,16.59605875,19.0847725,15.9862197916667,17.2223503472222,15.11664,17.399001875,15.4064889583333,15.9740436111111,13.9011254166667,16.4049289583333,14.7238127083333,15.0099556944444,0.239351549311166,0.12906127559951,0.156975033574762,0.175129286161812,0.202148779510883,0.101275791594095,0.163781135781725,0.155735235628901,0.172429077965468,0.124489201269171,0.12015644720848,0.139024908814373,0.183710151847481,0.260275962736531,0.135742789061696,0.193242967881902
08/14/2017,15.7369902083333,19.043346875,15.9479841666667,16.9094404166667,16.3027216666667,18.977049375,15.9722447916667,17.0840052777778,15.2348366666667,17.7406335416667,15.583876875,16.1864490277778,13.954003125,16.4551458333333,14.7567175,15.0552888194444,0.226005883547979,0.120031172815949,0.139320715825769,0.161785924063233,0.189400337918638,0.094968094037292,0.156170796615208,0.146846409523713,0.168762931755651,0.118995179651748,0.115460881411998,0.134406330939799,0.182529442677323,0.257654086331482,0.134321791455539,0.191501773488115
08/15/2017,15.3815170833333,18.9879264583333,15.57493625,16.6481265972222,16.0438854166667,18.92046375,15.7167333333333,16.8936941666667,15.0858564583333,17.6968095833333,15.5108547916667,16.0978402777778,13.941710625,16.5111741666667,14.7733997916667,15.0754281944444,0.214651267678734,0.111477756660971,0.126399119322947,0.150842714554217,0.177984406743428,0.0896316724406961,0.149193582364516,0.138936553849547,0.165080263730791,0.113854481963982,0.111222315630059,0.130052353774944,0.181220187454704,0.254956897343964,0.13304070755148,0.189739264116716
08/16/2017,14.6305375,19.05542875,14.764924375,16.150296875,15.2517154166667,18.8789979166667,15.0401714583333,16.3902949305556,14.849145,17.63651,15.2262510416667,15.9039686805556,13.9210608333333,16.5158960416667,14.7066754166667,15.0478774305556,0.201857291539803,0.103011451121804,0.116604044245104,0.140490928968904,0.166380927670824,0.0847639836655448,0.142035684231532,0.131060198522633,0.160358596431987,0.10868409509385,0.106628563194683,0.125223751573507,0.179299621773708,0.252182249068273,0.131660868866816,0.187714246569599
08/17/2017,14.32101375,17.7262772916667,14.5533054166667,15.5335321527778,14.8231320833333,18.0147927083333,14.7987904166667,15.8789050694444,14.5680514583333,17.6141560416667,14.9702052083333,15.7174709027778,13.8193847916667,16.4991760416667,14.589534375,14.9693650694444,0.189220814748335,0.0957905218456548,0.109450152045382,0.131487162879791,0.154973672969495,0.0807396230295834,0.134718494590532,0.12347726352987,0.155301130792016,0.103438698787274,0.101912376187637,0.120217401922309,0.177041818167839,0.249224362476396,0.130197521940109,0.185487900861448
08/18/2017,14.994545625,18.2253147916667,14.9118116666667,16.0438906944444,15.4064577083333,18.0101641666667,14.934444375,16.1170220833333,14.4701854166667,17.214725,14.8341125,15.5063409722222,13.7219454166667,16.4081489583333,14.4769835416667,14.8690259722222,0.177050596531445,0.0891554448628406,0.104269734099055,0.123491925164447,0.144199618881881,0.0773318893818836,0.127891062709885,0.11647419032455,0.149924168393114,0.0984214920851691,0.0974207476869831,0.115255469388422,0.174464473027146,0.246271103649816,0.128662206218758,0.183132594298573
08/19/2017,15.1684316666667,18.1652933333333,15.381715,16.23848,15.7748208333333,18.1504485416667,15.3684616666667,16.4312436805556,14.681320625,17.2606014583333,14.9984060416667,15.6467760416667,13.686926875,16.3047570833333,14.4416835416667,14.8111225,0.16689400850228,0.0842372785455491,0.100714678508249,0.117281988518692,0.134640484805763,0.074625607453638,0.121639932621231,0.110302008293544,0.144824720203253,0.0937720017948473,0.0934352620375262,0.110677328011875,0.172033035677449,0.243362999445756,0.12738058422586,0.180925539783022
08/20/2017,14.8096627083333,17.40264375,15.1564179166667,15.7895747916667,15.481008125,17.4796320833333,15.2318516666667,16.0641639583333,14.6027264583333,17.067189375,15.01192875,15.5606148611111,13.6821683333333,16.27005875,14.4868427083333,14.8130232638889,0.160334075401682,0.080841759471283,0.0987457054795308,0.113307180117499,0.128082497792227,0.072713640531437,0.116733618817323,0.105843252380329,0.14066387403762,0.0897506032901833,0.09057707914395,0.106997185490585,0.170063315554341,0.240361769961889,0.126373099807394,0.178932728441208
08/21/2017,13.9526141666667,16.5260922916667,14.4259716666667,14.9682260416667,14.7313608333333,16.7973854166667,14.7187975,15.4158479166667,14.4272472916667,16.8058160416667,14.8845633333333,15.3725422222222,13.658314375,16.1617689583333,14.4426883333333,14.7542572222222,0.17515157558947,0.0790046644085717,0.106876006640596,0.120344082212879,0.127737648431671,0.0717394234770586,0.131287466464991,0.110254846124573,0.138000522293851,0.0871984254478786,0.0890528242031462,0.104750590648292,0.169131689585593,0.237804508825989,0.125937804692916,0.177624667701499
08/22/2017,14.36920375,16.835279375,14.4346177083333,15.2130336111111,14.94330375,16.8781875,14.4590766666667,15.4268559722222,14.1646277083333,16.4996404166667,14.5396089583333,15.0679590277778,13.564936875,16.018009375,14.31899875,14.6339816666667,0.244188951844124,0.082743341499056,0.17345643203124,0.166796241791473,0.180129076987502,0.0709266457777385,0.209669171667974,0.153574964811071,0.136209237046125,0.0851451260110778,0.0915309036618196,0.104295088906341,0.168833720173197,0.23547654072149,0.125609925174145,0.176640062022944
08/23/2017,14.4351772916667,16.2802439583333,14.3041577083333,15.0065263194444,15.221644375,16.581725625,14.5304935416667,15.4446211805556,14.3778716666667,16.4480289583333,14.6183110416667,15.1480705555556,13.5724183333333,15.8945402083333,14.238014375,14.5683243055556,0.246632317650006,0.0826312935520071,0.17161519040716,0.166959600536391,0.193121471664396,0.0701499313500824,0.184514146199263,0.149261849737914,0.13404659718548,0.0829452179943948,0.0944176538376024,0.103803156339159,0.168259173226494,0.233007739233867,0.125134518372187,0.175467143610849
08/24/2017,13.7048910416667,15.1169545833333,13.839885625,14.2205770833333,14.56506625,15.6247341666667,14.112198125,14.7673328472222,14.2479810416667,16.1802222916667,14.353453125,14.9272188194444,13.567586875,15.8081002083333,14.18266125,14.5194494444444,0.254725024006558,0.0809154685472234,0.181407171598016,0.172349221383933,0.210105095345742,0.0698469993755734,0.180866836714462,0.153606310478593,0.132969558032052,0.0813961661354216,0.0960510832148971,0.103472269127457,0.168106089347596,0.230677278774243,0.12498121367288,0.174588193931573
08/25/2017,14.6249579166667,16.4592829166667,14.24104625,15.1084290277778,15.2698360416667,16.2641022916667,14.2106020833333,15.2481801388889,14.122905,15.8527804166667,14.11919375,14.6982930555556,13.4881022916667,15.6379175,14.0320475,14.3860224305556,0.240709682445392,0.0782684856714478,0.167011985044504,0.161996717720448,0.200157160559176,0.0690629878001921,0.171520265577405,0.146913471312258,0.131301399083442,0.0794873711882722,0.0963032839779668,0.102364018083227,0.167347843453675,0.228315677515068,0.124413967466674,0.173359162811806
08/26/2017,15.5175970833333,17.281913125,14.6474245833333,15.8156449305556,16.1997458333333,17.07563875,14.6539554166667,15.9764466666667,14.5477372916667,16.1071179166667,14.3373258333333,14.9973936805556,13.5176372916667,15.5235922916667,13.9714675,14.3375656944445,0.22404820367408,0.0753238358198855,0.148072599074297,0.149148212856088,0.185300154900195,0.0680761773194501,0.159879701023389,0.137752011081012,0.128776764546374,0.0771998974596926,0.0949629205765074,0.100313194194191,0.165816818108759,0.225693361077893,0.123838407452737,0.171782862213129
08/27/2017,15.683250625,17.5835816666667,14.89732875,16.0547203472222,16.4846827083333,17.41177875,14.8902254166667,16.2622289583333,14.8740410416667,16.3217354166667,14.553958125,15.2499115277778,13.6263052083333,15.5439164583333,14.0326152083333,14.400945625,0.207591355839288,0.0724700580023701,0.13197522530689,0.137345546382849,0.170035193086619,0.0670658548645513,0.148986604102203,0.128695884017791,0.126193077033319,0.0749244024173459,0.0931078160069952,0.0980750984858868,0.163835404342763,0.222961511635737,0.123214696642005,0.170003870873502
08/28/2017,15.3879852083333,17.517298125,15.0883064583333,15.9978632638889,16.206021875,17.4094889583333,15.0576747916667,16.2243952083333,14.9287116666667,16.4190770833333,14.6906525,15.3461470833333,13.7501270833333,15.5630683333333,14.1013716666667,14.4715223611111,0.192763351207388,0.0699285207304666,0.119930568310685,0.12754081341618,0.156158628544236,0.0661782718756367,0.139048663482654,0.120461854634176,0.123392281723129,0.0727882408918574,0.090895200481619,0.0956919076988687,0.161829714595246,0.220134235619987,0.122543942288693,0.168169297501309
08/29/2017,15.1915379166667,17.0729914583333,14.7410652083333,15.6685315277778,16.0383127083333,17.1315875,14.8763722916667,16.0154241666667,14.7955377083333,16.4233027083333,14.7525941666667,15.3238115277778,13.7634241666667,15.6058022916667,14.1663983333333,14.5118749305556,0.181196765402434,0.0679370708844836,0.112137801396437,0.120423879227785,0.144543191001497,0.0654737912917419,0.130883339834064,0.113633440709101,0.120721490340458,0.0710395948423937,0.0887702428008328,0.0935104426612283,0.159885263729126,0.217289822557641,0.12196284090562,0.166379309064129
08/30/2017,14.87184625,16.547206875,14.65582375,15.3582922916667,15.7088258333333,16.654514375,14.6949545833333,15.6860982638889,14.71274375,16.2844964583333,14.6063304166667,15.2011902083333,13.754771875,15.6005541666667,14.163861875,14.5063959722222,0.169529963103459,0.0663483668177144,0.106620108087248,0.114166146002807,0.134352149181894,0.0649081771280757,0.123921975093055,0.107727433801009,0.11769298026511,0.0694589006766323,0.0867297289884312,0.0912938699767245,0.157954206296875,0.21443756398005,0.121328793440047,0.164573521238991
08/31/2017,15.052684375,16.6238804166667,14.4354583333333,15.370674375,15.830530625,16.6485458333333,14.6296110416667,15.7028958333333,14.659823125,16.1766260416667,14.626764375,15.1544045138889,13.7144977083333,15.528823125,14.1479208333333,14.4637472222222,0.15866028954575,0.0648652047456996,0.102793279261611,0.108772924517687,0.124398877330975,0.0643400068084074,0.117426824809402,0.102055236316261,0.114314596222197,0.0679873535976107,0.0845475451404312,0.088949831653413,0.155677135691777,0.211572815266995,0.120775171820727,0.1626750409265
09/01/2017,14.8644404166667,16.2727558333333,14.3207716666667,15.1526559722222,15.7075025,16.42434625,14.4645045833333,15.5321177777778,14.6568927083333,16.1047910416667,14.4910360416667,15.0842399305556,13.7198004166667,15.46352,14.1148458333333,14.4327220833333,0.156800873045685,0.0636887157962803,0.101618010381856,0.107369199741274,0.117422764016696,0.0639382874494626,0.112218971394632,0.0978600076202634,0.111227534944629,0.066809303352932,0.0827765725439262,0.086937803613829,0.153510847664303,0.208713999595857,0.120237797236156,0.160820881498772
09/02/2017,15.45063625,16.7806585416667,14.5109183333333,15.5807377083333,16.1358941666667,16.5628052083333,14.5289741666667,15.7425578472222,14.6365422916667,15.9650016666667,14.405389375,15.0023111111111,13.6926702083333,15.4246197916667,14.0549097916667,14.3907332638889,0.174644790208967,0.0624481961786339,0.108975351802108,0.115356112729903,0.117974877991199,0.063488490281994,0.108736955977797,0.0967334414169968,0.108382503120358,0.0657397459994775,0.0812509942806201,0.0851244144668185,0.15160033139543,0.205821161839064,0.119710777054593,0.159044090096363
09/03/2017,15.4939614583333,16.7391879166667,14.56392875,15.5990260416667,16.2807975,16.7684245833333,14.6839316666667,15.91105125,14.869441875,16.0549479166667,14.5293772916667,15.1512556944444,13.7251241666667,15.36042625,14.0636235416667,14.3830579861111,0.166158418130591,0.0613876491367467,0.108086728779925,0.111877598682421,0.116904658338177,0.0629840222542635,0.106859323268076,0.0955826679535056,0.105116508918515,0.0646817769963074,0.0796460962309796,0.083148127381934,0.149402114659183,0.203032582271052,0.119142805506974,0.157192500812403
09/04/2017,15.8089633333333,17.04794375,14.7015560416667,15.8528210416667,16.5097039583333,16.84257625,14.6948029166667,16.015694375,14.8527627083333,16.02887125,14.5111889583333,15.1309409722222,13.7512583333333,15.35020875,14.065763125,14.3890767361111,0.164209858276148,0.0605730765174772,0.111332280351195,0.112038405048274,0.114161105471943,0.0626207587533284,0.104697077480153,0.0938263139018082,0.10222234159424,0.0638536520775017,0.0782565158168616,0.0814441698295343,0.147259241944104,0.20027253384444,0.118596233338499,0.155376003042348
09/05/2017,15.9056222916667,17.2308914583333,15.0017158333333,16.0460765277778,16.6652704166667,17.06870375,14.970741875,16.2349053472222,15.0947254166667,16.1192502083333,14.6592047916667,15.2910601388889,13.7957197916667,15.351555,14.0780916666667,14.4084554861111,0.151508651271395,0.059788732204216,0.106493335886715,0.105930239787442,0.109639617745374,0.0621889045876646,0.102429285806697,0.091419269379912,0.0992892105170538,0.0630136903213206,0.0769745208232869,0.079759140553887,0.144997626420994,0.197484405356192,0.118012461242338,0.153498164339841
09/06/2017,15.572140625,17.020750625,14.8662445833333,15.8197119444444,16.3741029166667,16.9291775,14.920205,16.0744951388889,15.0726260416667,16.1794154166667,14.7330445833333,15.3283620138889,13.8830154166667,15.3809020833333,14.1490010416667,14.4709728472222,0.138258377243699,0.0592651707585345,0.10119520387793,0.0995729172933877,0.102853616458087,0.0618582417010411,0.0994939179326567,0.0880685920305951,0.0965019051751533,0.0622118778293146,0.0758208943998481,0.0781782258014387,0.142448274424172,0.194675944774422,0.117366382931741,0.151496867376778
09/07/2017,12.993681875,13.936109375,12.6079470833333,13.1792461111111,14.2111154166667,14.9180295833333,13.6163825,14.2485091666667,14.723064375,16.039086875,14.5599358333333,15.1073623611111,13.8571702083333,15.3772870833333,14.1570233333333,14.463826875,0.144181180663688,0.0608666501170514,0.144573676897471,0.116540502559403,0.102309017601439,0.0621852423109347,0.108237056661207,0.0909104388578602,0.0946574701311636,0.0616592276714096,0.0749836978123959,0.0771001318716564,0.140533597051238,0.192035387956181,0.11725357938452,0.149940854797313
09/08/2017,12.6295230625,13.9051408333333,12.211378125,12.9153473402778,13.40829,13.9599345833333,12.4742875,13.2808373611111,13.5080141666667,15.0093735416667,13.4451070833333,13.9874982638889,13.6186070833333,15.224394375,13.923383125,14.2554615277778,0.197390022912812,0.0743550293413562,0.219189702377969,0.163644918210713,0.136128212219124,0.0624125746974678,0.15502101966243,0.117853935526341,0.0939145704341498,0.0616984724887295,0.0747153850914421,0.0767761426714405,0.139755172282961,0.189463205062127,0.117174390412795,0.148797589252628
09/09/2017,14.2639385416667,15.871539375,13.857980625,14.6644861805556,15.0804072916667,15.5916064583333,13.71999375,14.7973358333333,13.748685,15.03970625,13.5476129166667,14.1120013888889,13.354525,14.9931358333333,13.6725979166667,14.0067529166667,0.204381834193267,0.0771937695915398,0.19465406379849,0.158743222527766,0.152270655498515,0.062360652559275,0.15555047268494,0.123393926914243,0.0930593101772601,0.0616163184064867,0.0746525532685386,0.0764427272840951,0.138870676178679,0.187087804143841,0.116791421388716,0.147583300570412
09/10/2017,14.9632410416667,16.0500027083333,14.1551745833333,15.0561394444444,15.9060572916667,16.0578127083333,14.2527345833333,15.4055348611111,14.237566875,15.3809327083333,14.0315410416667,14.5500135416667,13.3796210416667,14.9219608333333,13.6775335416667,13.9930384722222,0.189101401850446,0.0747363108766491,0.164662313297522,0.142833342008206,0.145047056677646,0.0625126879203832,0.146711574735094,0.118090439777708,0.0920786852131549,0.0614812808471116,0.0744048779138858,0.0759882813247174,0.137965508925797,0.184983333152363,0.116494803721138,0.146481215266433
09/11/2017,14.65605125,15.7659716666667,13.8119372916667,14.7446534027778,15.61267,15.7708470833333,14.020465625,15.1346609027778,14.4090385416667,15.448941875,14.1124245833333,14.6568016666667,13.4528397916667,14.9645295833333,13.7526970833333,14.0566888194444,0.173582975018309,0.0717045744758915,0.142209509888283,0.129165686460828,0.134319463539637,0.0625937093590185,0.137645586113079,0.111519586337245,0.0911573902168803,0.061363237060627,0.0741804357173101,0.0755670209982725,0.137084720196451,0.182974714183611,0.116266866785045,0.145442100388369
09/12/2017,13.830194375,14.62259625,13.1719164583333,13.8749023611111,15.0605645833333,15.026319375,13.61608375,14.5676559027778,14.3044883333333,15.3592929166667,14.0240247916667,14.5626020138889,13.49259,14.9525177083333,13.7660897916667,14.0703991666667,0.172996850992276,0.0702871395926007,0.140687017091967,0.127990335892281,0.12665238425257,0.0629800849794723,0.133589265644012,0.107740578292018,0.0905495626342177,0.0613922709273653,0.0740904243205761,0.0753440859607197,0.136378654725813,0.181112101748321,0.116121508978819,0.144537421817651
09/13/2017,14.6081710416667,15.70306875,13.4918583333333,14.6010327083333,15.4642008333333,15.4695410416667,13.5021516666667,14.8119645138889,14.0698810416667,14.9947041666667,13.668666875,14.2444173611111,13.4387625,14.8791402083333,13.7079879166667,14.0086302083333,0.189460331184275,0.0745630441143008,0.160491857633419,0.141505077643998,0.132526183467589,0.0638053276177502,0.144265083858346,0.113532198314562,0.0899042478766619,0.0614515191243587,0.0741150455273971,0.0751569375094726,0.135608663722175,0.179300725415618,0.115992077780626,0.143633822306139
09/14/2017,14.014419375,15.1516154166667,13.6938133333333,14.2866160416667,15.0412783333333,15.3417983333333,13.853375625,14.7454840972222,14.25431875,15.237870625,13.8600310416667,14.4507401388889,13.4299564583333,14.8016083333333,13.6426777083333,13.9580808333333,0.178465906826189,0.0755610811675628,0.141247474395644,0.131758154129799,0.129488604861458,0.0640828711537938,0.139822372447093,0.111131282820782,0.0893903733052899,0.0613802188429916,0.074116559044655,0.0749623837309788,0.134774280898364,0.177663029892694,0.115803296068574,0.142746868953211
09/15/2017,14.1081045833333,15.0637308333333,13.5947270833333,14.2555208333333,15.0678529166667,15.19858125,13.7310395833333,14.6658245833333,14.0674277083333,15.0813889583333,13.82259375,14.3238034722222,13.397588125,14.7863964583333,13.6695,13.9511615277778,0.166116989639382,0.074316045373384,0.127702996206143,0.122712010406303,0.122597077121064,0.0639475978478904,0.133518039015521,0.106687571328158,0.0888541176362846,0.0614017972155879,0.074187218093233,0.0748143776483685,0.133961751826907,0.176102922308276,0.115525509259464,0.141863394464882
09/16/2017,13.6439039583333,14.860829375,12.8709420833333,13.7918918055556,14.6319135416667,14.9649877083333,13.2390854166667,14.2786622222222,13.9243147916667,14.9511989583333,13.6720835416667,14.1825324305556,13.3704285416667,14.7238135416667,13.6310079166667,13.9084166666667,0.15185104556454,0.0722200834993722,0.116362868242379,0.113477999102097,0.113221047755552,0.0637075261030719,0.126654757417716,0.10119444375878,0.0880012759346473,0.0612328393214893,0.0739601112857376,0.0743980755139581,0.132704765199324,0.174677651246253,0.1152678658145,0.140883427420026
09/17/2017,13.3770410416667,14.357264375,12.43785125,13.3907188888889,14.4398670833333,14.716211875,12.944766875,14.0336152777778,13.7620995833333,14.8981752083333,13.552910625,14.0710618055556,13.2633085416667,14.6317810416667,13.5340991666667,13.8097295833333,0.139278820238604,0.070382660367882,0.108860822238487,0.106174100948324,0.104692098338566,0.0634457688578862,0.119671267288176,0.0959363781615428,0.0870297816525505,0.0610580182211415,0.0737653257569379,0.0739510418768766,0.131411389340285,0.173277849752264,0.114982314222505,0.139890517771685
