Date,SOILT_O1_2cm,SOILT_O2_2cm,SOILT_G1_2cm,SOILT_G2_2cm,SOILT_2cm_gf,SOILT_O1_12cm,SOILT_O2_12cm,SOILT_G1_12cm,SOILT_G2_12cm,SOILT_12cm_gf,SOILT_O1_22cm,SOILT_O2_22cm,SOILT_G1_22cm,SOILT_G2_22cm,SOILT_22cm_gf,SOILT_O1_37cm,SOILT_O2_37cm,SOILT_G1_37cm,SOILT_G2_37cm,SOILT_37cm_gf,SOILT_O1_52cm,SOILT_O2_52cm,SOILT_G1_52cm,SOILT_G2_52cm,SOILT_52cm_gf,SWC_O1_2cm,SWC_O2_2cm,SWC_G1_2cm,SWC_G2_2cm,SWC_2cm_gf,SWC_O1_12cm,SWC_O2_12cm,SWC_G1_12cm,SWC_G2_12cm,SWC_12cm_gf,SWC_O1_22cm,SWC_O2_22cm,SWC_G1_22cm,SWC_G2_22cm,SWC_22cm_gf,SWC_O1_37cm,SWC_O2_37cm,SWC_G1_37cm,SWC_G2_37cm,SWC_37cm_gf,SWC_O1_52cm,SWC_O2_52cm,SWC_G1_52cm,SWC_G2_52cm,SWC_52cm_gf
02/04/2012,5.30256352083333,5.4037169375,4.58021224166667,4.768522125,5.01375370625,5.5162561875,5.31878727083333,5.10373866666667,5.22248816666667,5.29031757291667,5.92603070833333,5.8634880625,5.57110502083333,5.7135218125,5.76853640104167,6.37574541666667,6.24749208333333,6.2313289375,6.23043577083333,6.27125055208333,6.82937225,6.706821,6.87854470833333,6.76908489583333,6.79595571354167,0.109350732604487,0.142169943896306,0.121211764110397,0.111001267026078,0.120933426909317,0.167274101814095,0.183848435379842,0.168410931150711,0.143463391152224,0.165749214874218,0.146297832260922,0.166993801090541,0.148550888845218,0.150410896150454,0.153063354586784,0.094300532417665,0.115066128153105,0.075241889039153,0.0907338108257201,0.0938355901089109,0.0710860136378951,0.0802500159005466,NaN,0.077805039589839,0.0763803563760936
02/05/2012,5.63935058333333,5.73419556666667,5.0404092375,5.17505808333333,5.39725336770833,5.76087272916667,5.53273160416667,5.422468375,5.54117333333333,5.56431151041667,6.0191639375,5.9335285625,5.7174348125,5.813355875,5.870870796875,6.38719152083333,6.2254404375,6.25246341666667,6.21716366666666,6.27056476041666,6.82408504166667,6.68774633333333,6.8824686875,6.75068660416667,6.78624666666667,0.107322802707602,0.140295925325343,0.119773599067701,0.109686901258155,0.1192698070897,0.165591523430015,0.18222452881114,0.167489271141141,0.142447333916202,0.164438164324624,0.145784571427866,0.166137138841128,0.14802860615664,0.149539053087214,0.152372342378212,0.0949806612104235,0.115481782714016,0.0756873625968443,0.0916450474809837,0.094448713500567,0.0711438503345344,0.0803125014079474,NaN,0.0779165606918532,0.0764576374781116
02/06/2012,6.01842197083333,6.16565270625,5.404641468125,5.59643547916667,5.79628790609375,6.00610666666667,5.81042525,5.68603860416667,5.84049097916667,5.835765375,6.212537375,6.144891625,5.92527172916667,6.043961,6.08166543229167,6.51051835416667,6.37023572916667,6.38758920833333,6.37063289583333,6.409744046875,6.90843660416667,6.77102729166667,6.95311866666667,6.833759125,6.866585421875,0.105265909296142,0.138456212914417,0.118422556627931,0.10853220877064,0.117669221902283,0.163976018313009,0.180580646048882,0.166590724226804,0.141532099077525,0.163169871916555,0.145262689320942,0.165239371589262,0.147454164165678,0.148712097165322,0.151667080560301,0.0957212091299183,0.115874951628482,0.0761299131187203,0.092612390250993,0.0950846160320283,0.0711924019654768,0.080386251392204,NaN,0.0780251272118816,0.0765345935231875
02/07/2012,4.84862262833333,4.89246575604167,4.25456398916667,4.44620068395833,4.610463264375,5.49205447916667,5.40117372916667,5.1625198125,5.0663035,5.28051288020833,6.0022634375,5.9048501875,5.73853820833333,5.7794748125,5.85628166145833,6.53273947916667,6.34674039583333,6.38293779166667,6.32429454166667,6.39667805208333,6.95849033333333,6.85107908333334,6.92790766666667,6.88821216666667,6.9064223125,0.102750600125214,0.136746756126119,0.116919147598127,0.107192846263229,0.115902337528172,0.161998297956025,0.178601141921683,0.165668645165911,0.139900309779999,0.161542098705904,0.144565791485916,0.164177048091491,0.147084697000247,0.147660394964244,0.150920735597557,0.0966908045654688,0.116165290563306,0.0766505863525283,0.0936020453303595,0.0954974403510206,0.0712696010361896,0.080447415681727,NaN,0.0782135089937844,0.0765687281531161
02/08/2012,5.54111137645833,5.91493996020833,4.68644439625,4.7390040263125,5.22037493980729,5.54765095833333,5.59264979166667,5.14078233333333,5.18707564583333,5.36703968229167,5.82954183333333,5.74634822916667,5.50484104166667,5.54651995833333,5.656812765625,6.31848675,6.08708704166667,6.15901489583333,6.03112595833333,6.14892866145833,6.82127375,6.6875780625,6.79465472916667,6.71293508333333,6.75411040625,0.101346295870029,0.134911348066049,0.115632956585519,0.106105396259121,0.11449899919518,0.160582151775069,0.176995662819063,0.164566416260825,0.139395395411013,0.160384906566493,0.143934073419207,0.163359746766355,0.146560454751953,0.146848756246817,0.150175757796083,0.0973431063650358,0.116292656511453,0.0771197811973451,0.0944069375273796,0.0962906204003034,0.0713173595642516,0.0805140215839468,NaN,0.0783354531207369,0.0767222780896451
02/09/2012,8.12791879166666,8.29648227083333,6.96085427083333,6.94143335416667,7.581672171875,7.551227375,7.38884908333334,6.96073452083333,7.19606658333333,7.274219390625,7.23501727083333,7.14671283333333,6.747333875,6.92238891666667,7.01286322395833,6.84407947916667,6.842773625,6.71066377083334,6.79356704166667,6.79777097916666,7.089819375,6.93496266666667,7.06687602083333,6.98076891666667,7.01810674479167,0.103969224373556,0.134824607259633,0.116593653982355,0.10636721574816,0.115438675340926,0.160261355991049,0.176210879137069,0.164085075904226,0.139885791378573,0.160110775602729,0.143979665420364,0.162853394746606,0.146002484690594,0.146412093924949,0.149811909695628,0.0978293853463908,0.116768514027043,0.0776832922700272,0.0954224980392797,0.0969259224206852,0.0714222586445349,0.0807015955081856,NaN,0.0784289028831576,0.0768509190119594
02/10/2012,6.82841429145833,7.08435328791667,5.591518939375,5.77406226458333,6.31958719583333,6.9657764375,7.00272658333333,6.341784,6.405,6.67882175520833,7.1705149375,7.03530975,6.6987206875,6.8074291875,6.927993640625,7.20223247916666,7.13477,7.0496473125,7.06547922916667,7.11303225520833,7.46602070833333,7.350761375,7.33594735416667,7.36582272916667,7.37963804166667,0.10555455186413,0.13453109783218,0.11516698228259,0.105611841804174,0.115216118445768,0.158719363428472,0.174702390660024,0.16330808897532,0.138641576800754,0.158842854966143,0.14331478961192,0.162034831969444,0.145610210461138,0.145376726401626,0.149084139611032,0.0989967255377267,0.117053977441693,0.0782730987355837,0.0963294503760397,0.0976633130227608,0.071461670169236,0.0807340626677582,NaN,0.0785932683961075,0.0769296670777006
02/11/2012,6.68956382229166,6.90136980979166,5.84012839854167,6.13885337916667,6.39247885244792,6.89919141666666,6.91088879166667,6.34344189583333,6.5107405625,6.66606566666667,7.15800979166667,7.0111600625,6.66460935416666,6.8043085,6.90952192708334,7.2759013125,7.17548083333334,7.05120247916667,7.0696070625,7.143047921875,7.57709552083334,7.45636683333333,7.3905945625,7.4396129375,7.46591746354167,0.104955876383741,0.134085239946519,0.11436512287434,0.104920719078198,0.1145817395707,0.157877327311178,0.173779304808414,0.162549589506528,0.137741175981627,0.157986849401937,0.142657040926142,0.161219960944446,0.14494536656559,0.144679611081999,0.148375494879544,0.0997302824901239,0.117145724129324,0.0788888635400031,0.0970208822401677,0.0981964380999046,0.0715204324110532,0.0807936523758272,NaN,0.0787195574491415,0.0770112140786739
02/12/2012,4.57230329166667,4.35647689583333,4.298238,4.6945434375,4.48039040625,5.70439202083333,5.60741164583333,5.462971125,5.31241035416667,5.52179628645833,6.52876370833333,6.3733246875,6.3224,6.3385915625,6.39076998958333,7.20676791666667,7.0152504375,7.03404427083333,6.9800353125,7.059024484375,7.5696031875,7.4886716875,7.44026166666667,7.48982066666667,7.49708930208333,0.10174595210637,0.13295899813495,0.113268276254009,0.103622514906345,0.112898935350419,0.156381550435851,0.172460565812445,0.161668501830387,0.135495369262926,0.156501496835402,0.14181226859952,0.160284359742726,0.144311723332543,0.143672098100258,0.147520112443762,0.100343616709799,0.117156024947649,0.0795005487438473,0.0975731778550313,0.0986433420640817,0.0716395338610298,0.080842645746906,NaN,0.0788339095295891,0.0771053630458416
02/13/2012,6.162616125,6.18852552083333,5.74346420833333,5.71061277083333,5.95130465625,6.0875115625,6.03708535416667,5.882577125,5.88417402083333,5.972837015625,6.26566333333333,6.1506599375,6.096864375,6.1064768125,6.15491611458333,6.80046229166667,6.53294839583333,6.6529208125,6.52274635416667,6.62726946354167,7.27601089583333,7.16144497916666,7.23388585416667,7.20623179166667,7.21939338020833,0.100986935098489,0.131192595387248,0.112531501824377,0.103090919705526,0.11195048800391,0.155630392572715,0.171185990039276,0.160638134861737,0.135234467304021,0.155672246194437,0.141160956082032,0.159655757826179,0.143906030078212,0.142908779998134,0.146907880996139,0.10064735176963,0.116967532716923,0.079944098309852,0.0979847525748247,0.0988859338428075,0.0717144132082385,0.0809679958798713,NaN,0.0789501981638631,0.077210869083991
02/14/2012,6.8941144375,6.89289647916666,6.6190016875,6.58071583333334,6.746682109375,6.82783808333334,6.73882379166666,6.639796,6.66024214583333,6.71667500520833,6.89949183333333,6.76224754166667,6.6977931875,6.72353427083333,6.77076670833333,7.06681533333333,6.890935625,6.93432602083333,6.88605164583333,6.94453215625,7.38594547916666,7.2543199375,7.3053496875,7.29252833333334,7.309535859375,0.099410720053334,0.130420967911132,0.111934776029686,0.102640186959158,0.111101662738328,0.154950436656233,0.170324127812193,0.160099523390679,0.134958508777056,0.15508314915904,0.140864175537136,0.159024216064576,0.143204552553541,0.14242530083305,0.146379561247076,0.101281466945953,0.117198189794537,0.0805018740172347,0.0985944148099369,0.0993939863919154,0.0717176293117572,0.0810446432282026,NaN,0.0790876642726496,0.0772833122708698
02/15/2012,6.44315358125,6.52983887291666,5.67059515145833,5.74196983333333,6.09638935973958,6.64393952083333,6.64727441666667,6.28988222916667,6.2633099375,6.46110152604167,6.89849227083333,6.78291179166667,6.65565147916667,6.68112064583334,6.754544046875,7.18920120833333,7.01198510416667,7.0758324375,7.00567747916667,7.07067405729167,7.5032633125,7.39663375,7.4450643125,7.43025279166667,7.44380354166667,0.097027768794693,0.129168741667378,0.110777366411366,0.10155236357834,0.109631560112945,0.153796239577317,0.169207380330901,0.159293094343903,0.134276724747496,0.154143359749904,0.140368238443897,0.158292700874867,0.142646869398407,0.141669107469625,0.145744229046699,0.101969364159104,0.11724311154947,0.0811197957631029,0.0991685108777643,0.0998751955873603,0.0717769347276315,0.0811418724669951,NaN,0.0792842380054112,0.0774010150666793
02/16/2012,6.46633435833333,6.54591523333333,6.0170380125,6.11892822916667,6.28705395833333,6.622284375,6.5964099375,6.29469522916667,6.34417945833333,6.46439225,6.88805154166667,6.74970908333334,6.56138527083333,6.625467875,6.70615344270833,7.20746591666666,7.01781635416667,7.00081660416667,6.954063,7.04504046875,7.55180035416667,7.42957433333333,7.42301004166667,7.43174108333333,7.459031453125,0.0945428327560102,0.127697241601535,0.10969031186773,0.100713805528351,0.108161047938407,0.152797810925957,0.168160450097745,0.158578350719386,0.133439172128805,0.153243945967973,0.139809781988627,0.157510738003943,0.142260020327843,0.141034488837006,0.145153757289355,0.102427122884475,0.117183172207161,0.0816737404458301,0.0996239956186998,0.100227007789041,0.0718311615012747,0.0812225215170646,NaN,0.0794407282792857,0.0774981370992083
02/17/2012,6.20309954166667,6.11207522916667,6.048004875,6.0811528125,6.11108311458333,6.67696629166667,6.60174710416667,6.58130547916667,6.42929539583333,6.57232856770834,7.0217101875,6.8984235625,6.91190222916667,6.89372922916667,6.93144130208333,7.34220614583333,7.17708070833333,7.25325391666666,7.197021,7.24239044270833,7.6324655625,7.52849239583333,7.57029845833333,7.577325,7.57714535416666,0.0922766681341825,0.126519765518374,0.108828043194946,0.10005672353423,0.106920300095433,0.1517571727965,0.167024024224482,0.157928996502624,0.132413945381041,0.152281034726162,0.139361545296887,0.156790093052007,0.141624645429482,0.140369715999078,0.144536499944363,0.102848908357534,0.117259025489256,0.0822855609978677,0.0999565754493465,0.100587517573501,0.0719272187622845,0.0813500755169107,NaN,0.0795236614920572,0.0776003185904175
02/18/2012,5.78115594979167,6.089033045,4.88283314604167,4.91904107458333,5.41801580385417,6.06087158333334,6.1784874375,5.69112647916667,5.59162754166666,5.88052826041667,6.45833716666667,6.36961039583333,6.22964960416667,6.21167452083333,6.317317921875,7.04106289583333,6.7807498125,6.92460135416667,6.75159545833333,6.87450238020833,7.47439322916667,7.36175408333333,7.45468302083333,7.38775754166667,7.41964696875,0.0910137547401847,0.124892946213095,0.107340779353316,0.0989567144786818,0.105551048696319,0.150294365112073,0.165690012966033,0.156815601698621,0.131638659177058,0.151109659738446,0.138694894781506,0.155997439484784,0.141459978282031,0.139491683720602,0.143910999067231,0.10315444638175,0.117023609830081,0.0828522308199174,0.100295548927354,0.100831458989776,0.0720190556034143,0.08147504876509,NaN,0.0797416935069903,0.0777452659584982
02/19/2012,6.096487925,6.28086497291667,5.83664292916667,6.16426927083333,6.09456627447917,6.38769872916666,6.47226466666667,6.1811159375,6.30608889583333,6.33679205729167,6.765271375,6.71523647916667,6.51874747916667,6.61516985416667,6.653606296875,7.1344415,7.00912147916666,6.98217397916667,6.95084639583333,7.01914583854167,7.50754879166667,7.414996,7.4181546875,7.427651,7.44208761979167,0.0893550507463487,0.124084814327597,0.106525540342285,0.0983335273753124,0.104574733197886,0.149549824408246,0.164795677732474,0.156111026551397,0.130940729283426,0.150349314493885,0.138255185487964,0.155276589984744,0.140731695414701,0.139035239113248,0.143324677500164,0.103518316054339,0.117076501987992,0.0833757672663047,0.100571119089869,0.101135426099626,0.0720433511863156,0.0815520210770031,NaN,0.0798004962217643,0.077798622828361
02/20/2012,6.17181322916667,6.21545227083333,5.308709625,5.54190802083333,5.80947078645833,6.6013705,6.63949941666667,6.24146570833333,6.2255598125,6.426973859375,6.8991430625,6.817542875,6.66257308333333,6.74151520833333,6.78019355729167,7.19710283333333,7.05289622916667,7.10058702083334,7.06447147916667,7.103764390625,7.53356141666667,7.44705370833333,7.49368477083333,7.49679429166667,7.492773546875,0.0876563075254039,0.122967700665702,0.105649201851889,0.0977313620107039,0.103501143013425,0.148545739138804,0.163766431497316,0.155338319579389,0.130545507814234,0.149548999507436,0.137806505029127,0.154632834145751,0.140030598356118,0.138374518852342,0.142711114095834,0.1039549926605,0.117119196715073,0.0839547149198733,0.100891036910758,0.101479985301551,0.0721048245215547,0.0816728611357554,NaN,0.0799554470892223,0.0779110442488441
02/21/2012,5.82813338354167,6.277316868125,4.92515531458333,4.95543980333333,5.49651134239583,5.83275164583333,5.9817360625,5.34697529166667,5.44739588958333,5.65221472239583,6.247833875,6.13959433333333,5.84694935416667,5.94683420833333,6.04530294270833,6.893240625,6.62517279166667,6.67500577083334,6.55418308333333,6.68690056770833,7.39460545833333,7.27275145833333,7.31297704166667,7.28875458333333,7.31727213541666,0.0852244981789625,0.120957406305353,0.103822235383427,0.0965090431956092,0.101628295765838,0.147178039844464,0.162480712068051,0.154188796477456,0.129301488285008,0.148287259168745,0.137100249428809,0.15377395813812,0.139920796237098,0.137453370932177,0.142062093684051,0.104149964687555,0.11677756024751,0.0844767932672662,0.101153116387967,0.101639358647575,0.072185679235993,0.0817630546407433,NaN,0.0801984526583848,0.0780490621783737
02/22/2012,8.11713349833333,8.69117324770833,7.36150177458334,7.30148931875,7.86782445984375,7.44507370833333,7.67359704166667,7.04218385416667,7.36078470833333,7.380409828125,7.311262125,7.30935695833333,6.87307420833334,7.12098310416666,7.15366909895834,7.19424466666667,7.15879729166667,7.003237625,7.09035779166667,7.11165934375,7.50393854166667,7.39069916666667,7.36361264583333,7.40518514583333,7.415858875,0.082979960320323,0.120408944533299,0.104059202450118,0.0965979520596064,0.101011514840837,0.14724058973935,0.162238151192048,0.153904600473484,0.129990536622212,0.148343469506773,0.136985280075393,0.153412434226837,0.13931094445889,0.137242797205145,0.141737863991566,0.104419421699516,0.116978003705565,0.0849941052729167,0.10145426904049,0.101961449929622,0.0722069993512342,0.081886795033426,NaN,0.0802679747967846,0.0781205897271483
02/23/2012,10.1079180208333,10.5286033958333,9.578927875,9.5883883125,9.95095940104167,9.2769205,9.45759829166667,9.0064380625,9.40008060416667,9.28525936458333,8.83075810416667,8.87144864583333,8.473953625,8.777566625,8.73843175,8.08557733333333,8.27599858333333,8.009763625,8.27120177083333,8.160635328125,8.10525072916667,8.04344189583333,7.9513325625,8.07510389583333,8.04378227083333,0.07966791330513,0.119535448424151,0.103410872196015,0.0964903390461546,0.0997761432428628,0.147249429474591,0.162003130809482,0.153883257877614,0.13047269927174,0.148402129358357,0.13693554423555,0.152994776866333,0.138754014849265,0.137186367746349,0.141467675924374,0.104823463360777,0.117408804351675,0.0857200222403128,0.101831160880165,0.102445862708232,0.0722471483687746,0.0820373199751874,NaN,0.0803293769670166,0.0782046151036595
02/24/2012,7.68118645833333,7.82062923583333,6.66980389291667,7.02274995833333,7.29859238635417,8.3430263125,8.42683260416667,7.87301327083333,7.90444666666667,8.13682971354167,8.65798554166667,8.58185139583333,8.33237272916667,8.49827425,8.51762097916667,8.520910875,8.56700920833334,8.47044164583333,8.603904125,8.54056646354167,8.56308941666667,8.53687864583333,8.456977625,8.56785925,8.531201234375,0.0779105936119735,0.118319994374433,0.101856128663976,0.094961143049059,0.0982619649248603,0.145581476718982,0.160795391561129,0.153248439231004,0.128587070414896,0.147053094481503,0.136279185347953,0.152160584945654,0.138282854970149,0.136291882391158,0.140753626913729,0.10535966441089,0.117423323838585,0.0865608178473104,0.102179262585884,0.102880767170667,0.0723994822445036,0.0821913168556501,NaN,0.0806308217184685,0.0784072069395408
02/25/2012,7.39108286458333,7.66048916479167,6.81801123458334,7.03222412083333,7.22545184619792,7.40237745833333,7.53469241666667,7.07836495833333,7.2875136875,7.32573713020833,7.78232416666666,7.77054645833333,7.47179339583333,7.66095089583333,7.67140372916667,8.16384839583333,8.113848,8.01651970833333,8.0642125,8.08960715104167,8.45383327083333,8.44541091666667,8.35469691666667,8.4528559375,8.42669926041666,0.0765216366115596,0.116270248366225,0.100019552640741,0.093625298530857,0.0966091840373455,0.144211341479564,0.159359553764831,0.151845321122011,0.126684094939311,0.145525077826429,0.135412516008739,0.151315623561002,0.137691966333745,0.135304016284703,0.139931030547047,0.105423662075423,0.1170298652782,0.0869734726929152,0.102119695321028,0.102886673841892,0.0725394170823777,0.0823359168673833,NaN,0.0807659496332899,0.0785470945276836
02/26/2012,9.31541066666666,9.76548489583333,8.56589095833333,8.62360316666667,9.067597421875,8.79760283333333,9.01001914583333,8.45696722916667,8.753781875,8.75459277083333,8.61602145833333,8.6550848125,8.269998375,8.52094089583333,8.51551138541667,8.33902045833333,8.41023083333333,8.23351597916667,8.38574741666667,8.342128671875,8.49779139583334,8.476168125,8.3901935625,8.4943215,8.46461864583333,0.0745193912904108,0.115008413858365,0.0994227512809709,0.0932650525415366,0.0955539022428208,0.143832418992841,0.158551161687646,0.151324511574744,0.127079925337752,0.145197004398246,0.135165651434874,0.150870096313433,0.137176985469588,0.134959241143598,0.139542993590373,0.105566086550434,0.117092675893711,0.0874736771473007,0.102357383612945,0.103122455801098,0.072596982534409,0.0824903727019639,NaN,0.0808857240979375,0.0786576931114368
02/27/2012,10.2289603125,10.5452658958333,9.70584329166667,9.60543070833333,10.0213750520833,9.49329883333333,9.62924,9.21059564583333,9.54696104166667,9.47002388020833,9.28662739583333,9.3254369375,8.95336654166667,9.22857877083334,9.19850241145833,8.85337908333334,9.01468252083333,8.76742433333333,8.99203995833333,8.90688147395833,8.89108579166667,8.90000560416667,8.749644875,8.89656904166667,8.859326328125,0.0723580329525883,0.113843100352096,0.0982432256242356,0.0924228451245471,0.0942168010133666,0.143164903150932,0.157843078375641,0.150799340389639,0.126309967151054,0.144529322266817,0.134816142470443,0.150329568033283,0.136606570072719,0.13460155190264,0.139088458119771,0.105829260141011,0.117242575317399,0.0881259882679657,0.102574372648483,0.103443049093715,0.0726901433614151,0.0826281427709429,NaN,0.081016792138412,0.07877835942359
02/28/2012,10.1831894583333,10.1314479791667,9.62467914583333,9.81371729166667,9.93825846875,10.309625625,10.3312779583333,10.0364461041667,10.1430788958333,10.2051071458333,10.1647860625,10.1516098541667,9.8968759375,10.0991738958333,10.0781114375,9.4965335625,9.72133997916667,9.48595185416667,9.74528114583334,9.61227663541667,9.37794520833334,9.41374935416667,9.25434714583333,9.42923466666667,9.36881909375,0.0707554052297902,0.112890598443201,0.0973036031519566,0.0915210109334349,0.0931176544395957,0.142242570932709,0.156738871637981,0.150392105121633,0.125644132005197,0.14375441992438,0.134464360085453,0.149646486385065,0.136044947729733,0.134094007993457,0.138562450548427,0.106113108155189,0.117440486063878,0.0889103101123838,0.102819569281994,0.103820868403361,0.0728142244264104,0.0828172644198153,NaN,0.0811467015097718,0.0789260634519991
02/29/2012,7.93758350229167,8.21284838333333,7.12993085416667,7.1941178125,7.61862013807292,8.20684175,8.30814295833333,7.82744316666667,7.87593539583333,8.05459081770833,8.68880789583333,8.63292935416667,8.42111079166667,8.54169114583333,8.571134796875,9.11499364583334,9.04277795833334,9.0244865,9.03688752083333,9.05478640625,9.32348070833334,9.34943710416667,9.26091785416667,9.36243522916667,9.32406772395833,0.0706736488247229,0.110701707950387,0.0955392300685487,0.0899584613244253,0.091718262042021,0.140075250098912,0.154878973341902,0.148826910597797,0.123091019713126,0.141718038437934,0.13341496921386,0.148671246181281,0.135710077348341,0.132703433953424,0.137624931674227,0.106264522163029,0.116884011344638,0.0894218998840261,0.102770863657115,0.103835324262202,0.0729924927325347,0.082973993512002,NaN,0.0814592158449447,0.0791419006964938
03/01/2012,9.2824754375,9.608745375,8.834353375,8.90505172916667,9.15765647916667,9.03945820833333,9.19889985416667,8.79574825,9.00677764583333,9.01022098958334,9.09974416666666,9.133292875,8.81668297916667,9.02143745833334,9.01778936979167,9.05508060416667,9.11101277083333,8.94838977083333,9.07531885416667,9.0474505,9.22122345833333,9.2359253125,9.12078466666667,9.2455920625,9.205881375,0.0688820441595982,0.109636307978806,0.0946670064141491,0.0893813155758115,0.0906416685320911,0.139470874208547,0.153938804983416,0.148005717925254,0.122713679616722,0.141032269183485,0.132961995017272,0.148017467848395,0.134940477211948,0.132246040794385,0.137041495218,0.106316523141195,0.116821813050323,0.0898054136936975,0.102795548028092,0.103934824478327,0.0730589438803267,0.0831214910516466,NaN,0.0815309501056346,0.0792371283458693
03/02/2012,5.94677804791667,5.73304371041667,5.39365877708333,6.0736830625,5.78679089947917,7.60118120833333,7.47927970833333,7.27768172916667,7.12859216666667,7.371683703125,8.46760229166666,8.4019695,8.28799489583334,8.35880435416667,8.37909276041667,9.003204,8.9518288125,8.93607545833333,8.96286854166667,8.963494203125,9.21982527083333,9.23722845833333,9.21308427083333,9.25384310416666,9.23099527604167,0.0687097930498552,0.108664661242428,0.0936828779722876,0.0880874259189919,0.0897861895458908,0.137484005548223,0.152312710217644,0.147059370846207,0.120662304908185,0.139379597880065,0.132208750950406,0.147087180042886,0.134382942979295,0.131207838878047,0.136221678212658,0.106588173804403,0.116690752280035,0.0903328190728343,0.10291483680234,0.104131645489903,0.0731633983300704,0.0832093746992566,NaN,0.081769201869574,0.0793806582996337
03/03/2012,4.91193171666667,5.21189004791667,4.08051454166667,4.58437989791667,4.69717905104167,5.87115208333334,6.0224879375,5.44914177083333,5.50043634166667,5.71080453333333,6.80234979166667,6.7399948125,6.5493838125,6.64930864583333,6.685259265625,8.01380739583334,7.70062447916667,7.82116720833333,7.66905341666666,7.801163125,8.58485220833333,8.56805475,8.56749229166667,8.58734122916667,8.57693511979167,0.0689922750504127,0.106975334807623,0.0924969875177548,0.0871326978827236,0.0888993238146284,0.135680407809531,0.150798507360196,0.14522424119856,0.118825688072972,0.137632211110315,0.131122373249607,0.146514646447823,0.13389458416767,0.129957673229584,0.135372319273671,0.106417730565129,0.11590039213044,0.0906389150341613,0.102747615139356,0.103926163217272,0.0732950475483406,0.0833138102319347,NaN,0.0820133250687837,0.079540727616353
03/04/2012,6.57700070291667,6.94192352064583,5.67703070791667,5.982593338125,6.29463706740104,6.57473364583333,6.7107185,6.13285483333333,6.42693545833333,6.461310609375,6.97405583333333,6.98779027083333,6.59524354166667,6.85849325,6.85389572395833,7.626715625,7.45141285416667,7.41643064583333,7.417096,7.47791378125,8.1651961875,8.10389216666667,8.15070677083334,8.14944641666667,8.14231038541667,0.0678619105143029,0.106122314991547,0.0922295258825667,0.0869649034811814,0.0882946637173996,0.135305172349949,0.150072181425788,0.144393570289895,0.118891250385868,0.137165543612875,0.13068787381707,0.145842889742542,0.133303060502717,0.129427905987966,0.134815432512574,0.106382082809002,0.115723561358967,0.0908562829275182,0.102740686122026,0.103925653304378,0.0733231847614839,0.083406175062533,NaN,0.0820976414273326,0.0796090004171165
03/05/2012,9.36021079791667,9.9098886425,8.665097215,8.4916336875,9.10670758572917,8.2274708125,7.92757264583333,7.8859109375,8.36637866666667,8.101833265625,8.00623072916667,8.09105641666667,7.60316864583333,7.9343123125,7.90869202604167,7.9488490625,7.94987675,7.82901910416667,7.979928,7.92691822916667,8.28485972916667,8.13175202083333,8.49586135416666,8.24442489583334,8.2892245,0.0658961972390849,0.105172473077557,0.0916442439766325,0.0866683818435482,0.0873453240342056,0.13541192130555,0.150177166579047,0.144234797452761,0.119389690178587,0.137303393878986,0.13062536047783,0.145241662035922,0.132933723654352,0.129318234586549,0.134529745188664,0.106420826139926,0.115861612289335,0.0911621555676259,0.102844872438431,0.10407236660883,0.0733379364078989,0.0836176516446038,NaN,0.0821938842303481,0.0797164907609503
03/06/2012,10.942779375,11.2872395416667,10.7958221666667,10.4243591875,10.8625500677083,10.1177906666667,9.73966510416667,10.0538234791667,10.2624006458333,10.0434199739583,9.695084625,9.78829145833333,9.4885369375,9.72117627083333,9.67327232291667,8.98061470833333,9.20145079166667,9.01691295833333,9.29500391666667,9.12349559375,8.96028160416667,8.85459060416667,9.1242671875,8.98376016666667,8.980724890625,0.0635560261177851,0.104535425282357,0.0908515670682925,0.0862599425940373,0.0863007402656179,0.135308637218397,0.149995876298287,0.144458519133153,0.119277335609765,0.137260092064901,0.130659433461981,0.144837822125442,0.132406422294177,0.129229338478237,0.134283254089959,0.10663761595364,0.116297605103488,0.091689064870106,0.103098912057433,0.104430799496167,0.0733735533868711,0.0838376959701743,NaN,0.0822599980229758,0.0798237491266737
03/07/2012,12.0492131041667,12.4058270416667,11.7751475625,11.6162958958333,11.9616209010417,11.0345969166667,10.7358704375,11.00325875,11.3499901458333,11.0309290625,10.5175606666667,10.6685860416667,10.4018777708333,10.6300015208333,10.5545065,9.72142247916667,9.99823075,9.85008589583333,10.1163685625,9.921526921875,9.59027708333334,9.5478534375,9.7788808125,9.6711500625,9.64704034895833,0.0617313891282678,0.103231433046742,0.0894012456972005,0.0848977518976504,0.0848154549424651,0.134612093990238,0.149285348764507,0.144082799407284,0.118893195436491,0.13671835939963,0.130320537660055,0.14435514789111,0.131975312859417,0.128797860343761,0.133862214688586,0.106790301498762,0.116464995361026,0.0921308015189474,0.10321971546198,0.104651453460179,0.0734910276527276,0.0840555474755816,NaN,0.0823673228434929,0.0799712993239341
