Date,SOILT_O1_5cm,SOILT_O2_5cm,SOILT_O3_5cm,SOILT_J1_5cm,SOILT_J2_5cm,SOILT_J3_5cm,SOILT_5cm_gf,SOILT_O1_10cm,SOILT_O2_10cm,SOILT_O3_10cm,SOILT_J1_10cm,SOILT_J2_10cm,SOILT_J3_10cm,SOILT_10cm_gf,SOILT_O1_30cm,SOILT_O2_30cm,SOILT_O3_30cm,SOILT_J1_30cm,SOILT_J2_30cm,SOILT_J3_30cm,SOILT_30cm_gf,SWC_O1_5cm,SWC_O2_5cm,SWC_O3_5cm,SWC_J1_5cm,SWC_J2_5cm,SWC_J3_5cm,SWC_5cm_gf,SWC_O1_10cm,SWC_O2_10cm,SWC_O3_10cm,SWC_J1_10cm,SWC_J2_10cm,SWC_J3_10cm,SWC_10cm_gf,SWC_O1_30cm,SWC_O2_30cm,SWC_O3_30cm,SWC_J1_30cm,SWC_J2_30cm,SWC_J3_30cm,SWC_30cm_gf
12/30/2012,-2.05137269875,-2.87041262291667,-2.75619867541667,1.34861499758333,-2.69510201875,-0.261606391666667,-1.54767956831944,-1.56743268935417,-1.9036242375,-2.47229693541667,2.76491885416667,-2.60814381458333,0.313033054166667,-0.912257628086806,1.009530725,-0.0705920408333333,-0.884152539583333,4.01843029166667,-0.176765959791667,1.9158889375,0.968723235659722,0.116606580202311,0.0923065455432328,0.0914935247855264,NaN,0.117300421437433,0.0343053002035895,0.0904024744344186,0.0749514559758536,0.0926529623850421,0.0990567221734276,0.0790325934761388,0.102559230998385,0.0536153998858885,0.0836447274824559,0.124802938146556,0.081063284441735,0.101782795751152,0.0970441035679618,0.0938149239324459,0.0864444291179065,0.0974920791596262
12/31/2012,-0.256734137291667,-0.856526852083333,-0.74095119875,2.30009092916667,-0.860904697916667,0.79389290875,0.0631444919791667,0.219967451458333,-0.00327751166666667,-0.300427306458333,3.3933374375,-0.564695283333333,1.5394061875,0.714051829166667,1.65260902083333,0.79328861875,0.312532746958333,4.44611233333333,0.947466033333333,2.37353777083333,1.75425775400694,0.138965436588102,0.101745585159838,0.098188161962815,NaN,0.123260760202744,0.0340501050918125,0.0992420098010622,0.07579335872691,0.0951451923443579,0.100153162315528,0.0793303080668976,0.104260457895593,0.0535950702629197,0.0847129249353677,0.125344146809683,0.0815830256041352,0.102562599367785,0.096869822489443,0.0941812248028682,0.0864265169194226,0.0978278893322229
01/01/2013,-2.85632666041667,-3.4440352875,-4.08426380833333,1.17202088247917,-3.67483785416667,-1.01851039166667,-2.31765885326736,-1.60105024166667,-1.76914323125,-2.62608691666667,2.73696058333333,-2.92461354166667,0.43678608625,-0.957857876944444,1.32890452916667,0.446268767291667,-0.446541243125,3.955076125,0.524597572916667,2.34800120833333,1.35938449326389,0.107774114490473,0.09080660089097,0.087718129644732,0.106581124749569,0.110041058615844,0.0346230521127213,0.0895906800840515,0.075367225169578,0.0934461761039111,0.0991685431380948,0.079049868847667,0.103309357407892,0.0536985605582192,0.0840066218708936,0.125349521365637,0.0815035799406019,0.102242643603084,0.0969322712771941,0.0942379643350197,0.0864654568415763,0.0977885728938522
01/02/2013,-4.77700779375,-5.60458277083333,-6.05457420625,0.344362722708333,-5.93812435416667,-2.84732358333333,-4.1462083309375,-3.43657958333333,-3.55632874583333,-4.54724677083333,2.15091264583333,-5.05217864583333,-1.01260023520833,-2.57567022253472,0.358941826666667,-0.600329366041667,-1.79969928125,3.44347466666667,-0.607294358885,1.68833045833333,0.413903990915,0.101073324159551,0.0850010646195975,0.0840046133495451,0.0993644674967185,0.103640790734819,0.0350909369766021,0.0846958662228055,0.0746438133861295,0.0909847752282107,0.097857526969716,0.0788331539256379,0.101058986352543,0.0537840665773005,0.0828603870732562,0.124603286760113,0.0810000821906891,0.101266099855501,0.0968684963126864,0.0936156819028339,0.0863589670902578,0.0972854356853469
01/03/2013,-4.0071913125,-4.949859625,-5.06490054166667,-0.58601335825,-4.94138441666667,-2.45843110416667,-3.66796339304167,-3.11223908333333,-3.73434616666666,-4.16439002083333,1.58059939583333,-4.50814075,-1.15805767708333,-2.51609571701389,0.0277115620625,-1.07402257083333,-2.115751875,3.00704727083333,-1.10700831666667,1.08130150625,-0.0301204038923611,0.100945519518935,0.0852821051623317,0.0845672094732282,0.103001817008404,0.105980395108213,0.0349622944585194,0.0857898901216052,0.0746660938506771,0.0910003872771571,0.0979974948020332,0.0786455443264173,0.101964546036929,0.0539326872711752,0.0830344589273982,0.12422260720067,0.0807830291682873,0.100892259820487,0.0967589557031876,0.0934695531579259,0.0861419879455551,0.0970447321660188
01/04/2013,-3.00012323041667,-3.80280729583333,-3.53246427708333,-0.0200227645833332,-4.26054522916667,-2.19262436875,-2.80143119430556,-2.41201810833333,-2.87361316458333,-3.06718235416667,1.54179185,-3.7949444375,-0.969525325,-1.92924858993056,-0.03327412,-1.04898463958333,-1.7779634375,2.74768247916667,-0.912127475,0.926762633333333,-0.0163174265972222,0.107876706170534,0.0884031042896509,0.0884188251430758,0.105231029084356,0.108214563915982,0.0348941585703691,0.0889028819420266,0.0749208315556268,0.0920583030308633,0.0985823820209838,0.0785780793853646,0.102624851366758,0.0539910315531524,0.0827895567481519,0.124150813065611,0.0808382979859111,0.101049127714577,0.09641652138585,0.0934144001400554,0.0860246644138787,0.0969823041176473
01/05/2013,-3.01928101920833,-3.92897480416667,-3.862858343125,1.21484144770833,-4.34507754166667,-1.95100051041667,-2.64872512847917,-2.28439920208333,-2.60315043333333,-3.11988835416667,2.12198375625,-3.82191560416667,-0.861469512708333,-1.76147322503472,0.0802324069791667,-0.948399439583333,-1.58786320833333,3.1345700625,-0.994428908333333,0.861307683333334,0.0909030994270833,0.110905203973978,0.0886537412687488,NaN,0.105238196912863,0.109205617118025,0.0346727208048504,0.0897350960156928,0.0750218169199193,0.0923101874175086,NaN,0.0789261293072501,0.102539607555275,0.0540550027143519,0.0805705487828611,0.124328490726803,0.0808647352176742,0.101290977600481,0.0964002826407533,0.0934109140595478,0.085865256084309,0.0970267760549282
01/06/2013,-3.82607336041667,-4.73660584583333,-4.79391250625,0.0574353816666665,-5.30348679166667,-2.82390874583333,-3.57109197805556,-3.00044332708333,-3.19088988958333,-3.97452785416667,1.70638738125,-4.75223822916667,-1.50325658541667,-2.45249475069444,-0.169935048958333,-1.2445012875,-2.07036927083333,2.93531783333333,-1.41814199166667,0.64057129375,-0.221176411979167,0.106084970426855,0.0869572635503462,NaN,0.102789784729782,0.106502306858161,0.0348143609483757,0.0874297373027038,0.074891641211689,0.0914662523412533,NaN,0.0787890692379925,0.100914083214916,0.0540763517933421,0.0800274795598386,0.124265433024775,0.0807071657848329,0.10083698601011,0.0964990429288574,0.0931128968317935,0.0858760366861262,0.0968829268777492
01/07/2013,-1.36158672522917,-2.28897623395833,-2.00809827479167,2.22157327847917,-2.6560104625,-0.789911711333333,-1.14716835488889,-1.18542680541667,-1.37059302125,-2.1142714,2.5991744375,-2.5413812625,-0.295825648541667,-0.818053950034722,0.277668978958333,-0.770305489583333,-1.40089319375,3.47946535416667,-0.926017014583333,0.686066289583333,0.224330820798611,0.129511276184515,0.0946501291809831,NaN,0.113309905830917,0.117076756528189,0.0340697339047331,0.0977235603258673,0.0755812218186529,0.0940008683398574,NaN,0.0792586546186871,0.103241365782283,0.054095981553888,0.0812356184226737,0.124559330386282,0.0808524050230843,0.101297768095708,0.0963397940202351,0.0932104202229166,0.0858247347804471,0.0970140754214454
01/08/2013,-1.03557715770833,-2.07652459729167,-1.81071211541667,2.53722693877083,-2.54509807291667,-0.860882320208333,-0.965261220795139,-0.614209248333333,-0.783702508041667,-1.5414784875,3.06395022916667,-2.24069711666667,-0.0741460397916667,-0.365047195194445,0.765197129166667,-0.2365780869375,-0.776575985416667,3.940411875,-0.4742260625,1.0132671375,0.70524933446875,0.130896985001483,0.0963826538183679,NaN,0.11435965357377,0.118365099245748,0.0339338560695712,0.0987876495417882,0.0760221866240362,0.0948706460549542,NaN,0.0795072269414944,0.103895086497273,0.0540904770746294,0.0816771246384773,0.125055160099118,0.081160991635316,0.101704915559836,0.096619828264587,0.0935715170778922,0.0859840975249841,0.0973494183602888
01/09/2013,-1.0697649544375,-2.30020758208333,-2.06387793416667,2.55353430541667,-2.56983831333333,-0.825326293958333,-1.04591346209375,-0.6031182475625,-0.826688420416667,-1.70205300416667,3.23588852083333,-2.23356138125,-0.0154610352083333,-0.357498927961805,0.94761641875,-0.142167313145833,-0.733005820833333,4.15130383333333,-0.416997583333333,1.10857721666667,0.819221125239583,0.129921922137244,0.0959386495390152,NaN,0.115118537187964,0.119221741810576,0.0337460641110117,0.0987893829571623,0.0761880843788719,0.0950809101362437,NaN,0.0796668291977919,0.104145317427582,0.0540996270567813,0.0818361536394542,0.125445347870665,0.0811914840855597,0.101779144070915,0.0968014631340126,0.0936814436118284,0.0860428142109571,0.0974902828306563
01/10/2013,0.18350806875,-1.3648333261875,-1.06491084020833,2.78320599791667,-1.40668248220833,0.4164921,-0.0755367469895835,0.3051300125625,-0.222418228333333,-1.013329608125,3.377162375,-1.35813276041667,0.6336409013125,0.287008782,1.3345635625,0.170540134583333,-0.358122902583333,4.31523729166667,-0.126385465104167,1.2738275625,1.10161003059375,0.137686387854886,0.100556540845217,NaN,0.127180247014887,0.130848378677724,0.0331691389120908,0.105888138660961,0.0765916973710618,0.0962774282112002,NaN,0.0797954557646104,0.104756886117813,0.0541044188923,0.082305177271397,0.125745777225076,0.0812959701370463,0.102009300981016,0.0970050152225829,0.0938249340497359,0.0860714078898866,0.0976587342508908
01/11/2013,1.55768895760417,-0.1424463606875,0.325854071458333,3.33947345625,0.387906482945833,1.41765442958333,1.14768850619236,1.655190075,0.936910504166667,0.0994354258958333,4.06214454166667,0.39427078175,1.84583129583333,1.49896377071875,2.03945060416667,0.721502941666667,0.328836216666667,4.89350970833333,0.729166575,1.91871375,1.77186329930556,0.15750792856677,0.116283922104913,NaN,0.146496401806701,0.149505132693385,0.0324413264824925,0.120446942330852,0.0772869557268079,0.0983628582011822,NaN,0.0801269453790706,0.106176890828401,0.0540799735707853,0.0832067247412495,0.126448511373457,0.081685118367619,0.102511838785004,0.0971387681126833,0.094071421704326,0.0862371107794186,0.0980154615204179
01/12/2013,-2.34744484583333,-2.97622503125,-2.55391716483333,-0.455315150208333,-3.86166139583333,-2.44129384791667,-2.43930957264583,-1.082966794375,-1.49624279402917,-1.32565532916667,2.05315444166667,-3.00052382916667,-0.606470372708333,-0.909784112963194,1.55090470833333,0.368571796541667,-0.0418395904791667,3.48865995833333,0.155194027833333,1.68532002083333,1.20113515356597,0.110926590176922,0.0931395461138314,NaN,0.105389778414328,0.107777983703482,0.0334871356921701,0.0901442068201467,0.0765747215707018,0.0959350329302221,NaN,0.0792087955660595,0.104473148930324,0.0540958703587279,0.082057513871207,0.126431475167632,0.0815960092925242,0.102412839096049,0.0972813469440223,0.0944313087024188,0.0862330107127923,0.0980643316525732
01/13/2013,-4.41301667916667,-5.13551779166667,-5.05036140625,-1.4021573775,-6.03600572916667,-3.92414366666667,-4.32686710840278,-3.1515519375,-3.37506135,-3.66518352083333,0.930456717708333,-5.2499380625,-2.11431258333333,-2.77093178940972,0.377795509041667,-0.745945959791667,-1.35810329375,2.39486352083333,-1.206998625,0.6712007875,0.0221353231388889,0.100580257661052,0.0863049555665813,NaN,0.0988379687211887,0.10196320689103,0.033965808473847,0.0843304394627398,0.075662647626178,0.092484367836289,NaN,0.0787638597630169,0.101490735474414,0.0541677090684415,0.0805138639536678,0.125477751817828,0.0811295990123438,0.10156498612491,0.0968859740060902,0.0934826249861893,0.0859388937889066,0.0974133049560447
01/14/2013,-4.17060735416667,-4.9262178125,-4.88695125,-1.57020466458333,-5.27020345833333,-3.18095275,-4.00085621493056,-3.26501539583333,-3.74488345833333,-3.92184170833333,0.603219558541666,-4.82115291666667,-1.96672425,-2.8527330284375,-0.140388928125,-1.31837284583333,-1.95605808333333,2.03135758333333,-1.61364777083333,0.0832105248979167,-0.485649919982292,0.0986217702616789,0.085547050609646,NaN,0.100496351771126,0.102985332446469,0.0337338681445936,0.0842768746467027,0.0754551110449823,0.0918964630852926,NaN,0.0786476084240837,0.101695537916609,0.0542090729630605,0.0803807586868057,0.124900690879847,0.0808539462549053,0.101011428586938,0.096669511262195,0.0933712457851445,0.0856926288565878,0.0970832419376029
01/15/2013,-2.79072108333333,-3.61811714583333,-3.4455498125,-2.20036537916667,-4.87043947916667,-3.46426245833333,-3.39824255972222,-2.21866010416667,-2.7937776875,-2.77490066666667,0.190216792041667,-4.318644125,-1.955750125,-2.31191931938194,-0.0810210556604167,-1.15669333333333,-1.59543547916667,1.588526875,-1.4451026875,-0.05492044971875,-0.457441021729861,0.10289176585265,0.0881273594513096,NaN,0.102802430785805,0.104626535573676,0.0339025262676957,0.0864701235862272,0.0759890246053212,0.0937312237825512,NaN,0.0783888342144294,0.103858070482946,0.0541393422291475,0.081221299062879,0.124902678617491,0.0809795854430819,0.101261440632379,0.0963948715826071,0.0932856758427066,0.0856472840790775,0.0970785893662239
01/16/2013,-2.99405302083333,-4.05948064583334,-3.9539503125,-2.34310698958333,-5.53692939583333,-3.94512277083333,-3.80544052256944,-2.35289195833333,-3.34251170833333,-3.14754783333333,-0.528724170625,-5.03117279166667,-2.5939528125,-2.83280021246528,-0.105772680833333,-1.24484962916667,-1.70508566666667,0.804356904020833,-1.8583315625,-0.419632379166667,-0.75488583571875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/17/2013,-3.02649763333333,-4.130843125,-4.0720730625,-0.271666454166666,-4.7692346875,-3.20067247916667,-3.24516457361111,-2.56433195416667,-3.5260801875,-3.27047145833333,0.447603207708333,-4.44145347916667,-2.26653960416667,-2.60354557927083,-0.307647590416667,-1.43545866666667,-1.84178208333333,1.43846179583333,-1.9395245,-0.59925898125,-0.780868337638889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/18/2013,-1.78835742266667,-2.85413749791667,-2.9931526395625,2.31415853958333,-2.81047359583333,-1.17864510791667,-1.55176795405208,-1.49448418604167,-2.42063614375,-2.86582071041667,2.05274069166667,-2.76604648125,-0.951230666791666,-1.40757958276389,0.0191143596416667,-1.32293213333333,-1.78648802083333,2.71118272916667,-1.47161325625,-0.328886054791667,-0.363270396066667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/19/2013,-0.713448167083334,-2.28140678729167,-2.1102924900625,2.90647910770833,-2.12087642220833,-0.812063213333333,-0.855267995378472,-0.4472868758125,-1.128960829375,-1.93338375416667,2.88437189583333,-1.8703140125,-0.314028013125,-0.468266931524306,0.56462800625,-0.7111258,-1.14669062916667,3.55115435416667,-0.817625027083333,0.236091728458333,0.279405438770833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/20/2013,-1.04928793854167,-2.424653205625,-2.16128827083333,2.17975662810417,-2.60262899,-1.4831260475,-1.25687130406597,-0.616036055445833,-1.08530351520833,-1.87477262291667,2.78582971458333,-2.26028399166667,-0.676864315416667,-0.621238464345139,0.77833480625,-0.531046089583333,-1.01325528333333,3.624454,-0.806028670833333,0.400740870625,0.408866605520833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/21/2013,-1.079504121875,-2.40429034764583,-2.224076168125,2.185844539375,-2.77226267770833,-1.77824725009375,-1.34542267101215,-0.626363139166667,-1.04940859333333,-1.88831306041667,2.75010126041667,-2.40152146458333,-0.90030880475,-0.685968966972222,0.882027679166667,-0.4588562,-0.935519995833333,3.63436945833333,-0.853258922916666,0.370925750625,0.4399479615625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/22/2013,0.426117475,-1.88032516429167,-1.46866495833333,3.57092220166667,-1.6055083540625,-0.369311624583334,-0.221128404100695,0.482109311104167,-0.309096216458333,-1.42042650208333,3.43928910416667,-1.50078859202083,-0.175091232604167,0.085999312017361,1.2150536625,-0.28792894875,-0.695164460416667,4.14135966666667,-0.633592929166667,0.45022731870625,0.698325718256597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/23/2013,1.44219335875,-0.924475436829166,-0.450506055833333,4.40314668625,-0.3523215425,0.602324634791667,0.786726940771528,1.41001372458333,0.572092125,-0.57343136985625,4.09043210416667,-0.283060591666667,0.681027016041667,0.982845501378125,1.8171899375,0.155454797958333,-0.1749894448125,4.723760125,-0.0828063557708333,0.89746025625,1.22267821935417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/24/2013,3.668249758125,0.912543177291667,1.19008484729167,6.27754908333333,2.41692186291667,3.03884481666667,2.9173655909375,3.01780767916667,2.00685415208333,0.506099821458333,5.1722025625,1.91638563625,2.3146171875,2.48899450649306,2.52837102083333,0.7458435375,0.40690356,5.63909166666667,0.839217808333333,1.577343125,1.95612845305556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/25/2013,5.6717028625,3.51021981458333,3.96395254791667,7.17429608333333,4.34098044583333,4.425456625,4.84776806319445,5.026149,4.15494711458333,2.60290948541667,6.04586325,3.8686312,3.73333602083333,4.23863934513889,3.78153052083333,1.83311760416667,1.50743595416667,6.459450875,2.3035570625,2.63350760416667,3.08643327013889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/26/2013,7.08415310416667,5.9643021875,6.45491466666667,7.80937116666667,6.00219297916667,5.70240629166667,6.50289006597222,6.46784366666667,6.0770258125,5.0353996875,6.6310449375,5.45833960416667,4.80380583333333,5.74557659027778,4.9774815625,3.43435158333333,3.37563802083333,7.06452964583333,3.5402184375,3.48766295833333,4.31331370138889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/27/2013,6.53345972916667,5.81019725,6.32984285416666,7.18359377083333,5.27192227083333,5.45287470833333,6.09698176388889,6.396726625,6.39719935416667,5.62819983333333,6.69121052083333,5.22385241666667,5.113494625,5.90844722916667,5.5755615,4.41140414583333,4.49822741666667,7.261084375,4.26106270833333,4.19938710416667,5.03445454166667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/28/2013,5.77204804166667,4.88048552083333,5.2967324375,6.6507665,4.60877004166667,4.95630620833333,5.36085145833333,5.75504083333334,5.60508702083334,4.86845191666667,6.46640658333333,4.56282183333333,4.80650310416667,5.34405188194444,5.6335311875,4.4894985,4.43748008333333,7.15821883333333,4.1540750625,4.4248793125,5.04961382986111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/29/2013,1.99107603208333,1.9056391841875,2.5756152875,3.19814359375,1.28551515625,2.04297102433333,2.16649337968403,3.2011663125,3.06107587083333,3.2844481875,5.24712816666667,2.00592340479167,3.28574835416667,3.34758171607639,5.15512425,4.11269310416667,4.09114629166667,6.41864116666667,3.7499226875,4.261329875,4.63147622916667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/30/2013,-0.65826309875,-0.974128456854167,-0.142430413583333,1.67304711641667,-1.81859594895833,-0.409251671041667,-0.388270412128472,0.446182889166667,0.193284329791667,0.735345320833333,3.42120239583333,-1.09031681145833,0.9561172375,0.776969226944444,3.46812597916667,2.48785054166667,2.37784360416667,4.76729704166666,1.98235075,3.08980085416667,3.02887812847222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/31/2013,1.593609116875,-0.202668362708333,0.713892161458333,3.830548164375,-0.261343388333333,0.899563182916666,1.09560014576389,1.84554178039583,1.302125539375,0.90426378125,4.04466052083333,-0.0128716604166663,1.39707151875,1.58013191336458,3.10143989583333,1.83861366666667,1.75027972916667,4.93926629166666,1.45246171875,2.463842875,2.59098402951389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/01/2013,2.039875185,-0.307864128458333,1.04937335229167,4.148156066875,-0.0148520108333333,0.939030817291667,1.30895321369444,2.32154971645833,1.25212650958333,1.15599683958333,4.34939897916667,0.253612996875,1.48077655854167,1.80224360003472,3.37268222916667,1.77840464583333,1.79140304166667,5.2128595625,1.54848363958333,2.43524654166667,2.68984661006944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/02/2013,3.02082553770833,0.275084944791667,1.68688549166667,4.93381147770833,0.560218735416667,1.16280981643333,1.93993933395417,3.0740325511875,1.87057797166667,1.59876331041667,4.79044033333333,0.775116264583333,1.67111656875,2.29667449998958,3.64575197916667,1.80655091666667,1.938490125,5.56216897916667,1.72904466666667,2.48591710416667,2.86132062847222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/03/2013,3.88439265729167,1.570372984375,2.61622402247917,5.0993511875,2.4381070654375,2.64743238541667,3.04264671708333,3.71838314375,2.51374290833333,2.21048248125,5.12423245833333,2.12742265979167,2.48116345833333,3.02923785163194,4.09149675,2.09552070833333,2.26310052083333,5.9398810625,2.19533539583333,2.65988472916667,3.20753652777778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/04/2013,5.95448208958333,3.60085184166667,4.70734417708333,6.8597893125,3.51264654189583,3.47760447916667,4.68545307364931,5.6415171875,4.70916675,4.0116514375,5.95767835416667,3.50736362083333,3.48767020833333,4.55250792638889,4.87836147916667,3.01105077083333,3.225693375,6.51968858333333,3.16911927083333,3.26877304166667,4.01211442013889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/05/2013,5.39436619283333,2.78827433291667,4.18582758333333,6.563203625,2.623218395625,2.61749269791667,4.02873047127083,5.3526415625,4.20340286041667,3.8405579375,6.077265625,2.75937032416667,2.94934141666667,4.19709662104167,5.3100838125,3.4047315,3.60020079166667,6.767500375,3.17650252083333,3.43778864583333,4.28280127430556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/06/2013,5.84814405458333,3.2523294286,4.74758524791667,6.84777889583334,3.33599620375,3.40914793333333,4.57349696066944,5.71890835416667,4.38767826458333,4.20040160416667,6.35092979166667,3.253939568125,3.29238414583333,4.53404028809028,5.61797816666667,3.50620541666667,3.83903783333333,7.04166683333333,3.30394539583333,3.48675247916667,4.46593102083333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/07/2013,6.58279163333333,3.95077680208333,5.20014725,7.50570472916667,3.60316392916667,3.53565402083333,5.06303972743055,6.44105697916667,5.17702702083333,4.77068160416667,6.77378066666667,3.685541225,3.6996474375,5.09128915555555,6.05683372916667,3.96132866666667,4.31404933333333,7.4119220625,3.76372585416667,3.80541316666667,4.88554546875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/08/2013,5.9780125625,3.92265230729167,4.84445698333333,6.28216175,3.72518067897917,3.50016095833333,4.70877087340625,6.01231083333333,4.80173570833333,4.5218344375,6.47053295833334,3.63839013125,3.54432329166667,4.83152122673611,6.21799747916667,4.1166955625,4.37894422916667,7.33222591666667,3.85163208333333,3.85108666666667,4.95809698958333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/09/2013,4.46890331875,3.1197238875,3.81429691458333,5.11885860416667,2.692444239375,3.40108947916667,3.76921940725694,5.30339322916667,4.28038083333333,4.28784652083333,6.11168702083333,3.13547003125,3.84539166666667,4.49402821701389,6.2540600625,4.39645335416667,4.56895983333333,7.10677827083333,4.11920602083333,4.04963647916667,5.08251567013889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/10/2013,1.6038910159375,0.276478870416667,1.46432804458333,3.51131246625,-0.559650284791667,0.726323279854166,1.17044723204167,2.54687997708333,1.62343968133333,2.0865195125,4.65810258333333,0.180961925729167,1.9845895,2.1800821966632,4.8879863125,3.2487910625,3.2421741875,5.83878577083333,2.89943583333333,3.5382281875,3.94256689236111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/11/2013,2.15500420208333,-0.0349489124999999,1.24797140104167,3.45732896479167,-0.242841652083333,0.528792322833333,1.18521772102778,2.57616179791667,1.2832664375,1.61844981666667,4.36772114583334,0.0823640691666667,1.33454724270833,1.87708508496528,4.2866886875,2.42015633333333,2.60087952083333,5.48313866666667,2.16119389583333,2.834896375,3.29782557986111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02/12/2013,3.30447532583333,1.38684987004167,2.49685983541667,3.91044883541667,0.341837613125,0.799061763916667,2.03992220729167,3.7197328125,2.59036144791667,2.48688589583333,4.69678379166667,0.802488472708333,1.671594125,2.66130775760417,4.57914229166667,2.57742408333333,2.77230933333333,5.67186325,2.4222938125,2.71687070833333,3.45665057986111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
